DPTO_CCDGO,MPIO_CCDGO,CPOB_CNMBR,CPOB_NANO,CPOB_CSMBL,latitude,longitude,DPNP,DPNP_Dbl,Desplazado,Refugiados,IDPs,TotalImpct
13.000000,673.000000,SANTA CATALINA,2011.000000,5.000000,10.60485463,-75.28739898,13673.000000,13673.000000,789.000000,324.000000,178.000000,1291.000000
13.000000,744.000000,SIMITÍ,2011.000000,5.000000,7.955220135,-73.94636611,13744.000000,13744.000000,13544.000000,1529.000000,3858.000000,18931.000000
13.000000,683.000000,SANTA ROSA DE LIMA,2011.000000,5.000000,10.44547272,-75.36910243,13683.000000,13683.000000,8212.000000,3159.000000,2739.000000,14110.000000
13.000000,688.000000,SANTA ROSA DEL SUR,2011.000000,5.000000,7.963478802,-74.05059886,13688.000000,13688.000000,6169.000000,3900.000000,8832.000000,18901.000000
13.000000,760.000000,SOPLAVIENTO,2011.000000,5.000000,10.39052256,-75.13570548,13760.000000,13760.000000,260.000000,229.000000,7.000000,496.000000
13.000000,473.000000,MORALES,2011.000000,5.000000,8.275812535,-73.86788188,13473.000000,13473.000000,9681.000000,2089.000000,4218.000000,15988.000000
13.000000,780.000000,TALAIGUA NUEVO,2011.000000,5.000000,9.305402808,-74.56791185,13780.000000,13780.000000,677.000000,913.000000,21.000000,1611.000000
13.000000,549.000000,PINILLOS,2011.000000,5.000000,8.914778651,-74.46187224,13549.000000,13549.000000,6694.000000,2077.000000,768.000000,9539.000000
13.000000,580.000000,REGIDOR,2011.000000,5.000000,8.665499602,-73.82315137,13580.000000,13580.000000,1729.000000,872.000000,1083.000000,3684.000000
13.000000,600.000000,RÍO VIEJO,2011.000000,5.000000,8.589184726,-73.83767446,13600.000000,13600.000000,9758.000000,868.000000,2644.000000,13270.000000
13.000000,647.000000,SAN ESTANISLAO DE KOSTKA,2011.000000,5.000000,10.39879976,-75.15279036,13647.000000,13647.000000,796.000000,166.000000,359.000000,1321.000000
13.000000,650.000000,SAN FERNANDO,2011.000000,5.000000,9.216408067,-74.32927081,13650.000000,13650.000000,554.000000,159.000000,9.000000,722.000000
13.000000,810.000000,PUERTO RICO,2011.000000,5.000000,8.556467205,-74.26478772,13810.000000,13810.000000,19216.000000,831.000000,7626.000000,27673.000000
13.000000,620.000000,SAN CRISTÓBAL,2011.000000,5.000000,10.3939444,-75.0647574,13620.000000,13620.000000,620.000000,399.000000,13.000000,1032.000000
13.000000,654.000000,SAN JACINTO,2011.000000,5.000000,9.830657753,-75.1217448,13654.000000,13654.000000,16385.000000,2470.000000,18207.000000,37062.000000
13.000000,838.000000,TURBANÁ,2011.000000,5.000000,10.27356761,-75.44164166,13838.000000,13838.000000,557.000000,200.000000,45.000000,802.000000
13.000000,873.000000,VILLANUEVA,2011.000000,5.000000,10.44419173,-75.27580809,13873.000000,13873.000000,4083.000000,885.000000,2149.000000,7117.000000
13.000000,894.000000,ZAMBRANO,2011.000000,5.000000,9.748567726,-74.81495997,13894.000000,13894.000000,11551.000000,1018.000000,8554.000000,21123.000000
13.000000,667.000000,SAN MARTÍN DE LOBA,2011.000000,5.000000,8.936985918,-74.03776811,13667.000000,13667.000000,7468.000000,978.000000,2685.000000,11131.000000
15.000000,238.000000,DUITAMA,2012.000000,5.000000,5.823154431,-73.03011865,15238.000000,15238.000000,267.000000,2457.000000,5.000000,2729.000000
15.000000,759.000000,SOGAMOSO,2008.000000,5.000000,5.724862053,-72.9232369,15759.000000,15759.000000,424.000000,4025.000000,23.000000,4472.000000
15.000000,47.000000,AQUITANIA,2011.000000,5.000000,5.518310389,-72.88435052,15047.000000,15047.000000,580.000000,199.000000,247.000000,1026.000000
15.000000,368.000000,JERICÓ,2011.000000,5.000000,6.146058629,-72.57032992,15368.000000,15368.000000,243.000000,16.000000,7.000000,266.000000
15.000000,377.000000,LABRANZAGRANDE,2011.000000,5.000000,5.562589651,-72.57821138,15377.000000,15377.000000,1212.000000,33.000000,111.000000,1356.000000
15.000000,518.000000,PAJARITO,2011.000000,5.000000,5.293800672,-72.70256633,15518.000000,15518.000000,724.000000,577.000000,19.000000,1320.000000
15.000000,531.000000,PAUNA,2011.000000,5.000000,5.656536552,-73.97858158,15531.000000,15531.000000,592.000000,202.000000,30.000000,824.000000
15.000000,542.000000,PESCA,2011.000000,5.000000,5.558448018,-73.05089059,15542.000000,15542.000000,103.000000,44.000000,33.000000,180.000000
15.000000,131.000000,CALDAS,2011.000000,5.000000,5.554468752,-73.86531035,15131.000000,15131.000000,18.000000,40.000000,3.000000,61.000000
15.000000,599.000000,RAMIRIQUÍ,2011.000000,5.000000,5.401177771,-73.33546555,15599.000000,15599.000000,116.000000,122.000000,12.000000,250.000000
15.000000,537.000000,PAZ DE RÍO,2011.000000,5.000000,5.987680542,-72.74881926,15537.000000,15537.000000,72.000000,57.000000,2.000000,131.000000
15.000000,664.000000,SAN JOSÉ DE PARE,2011.000000,5.000000,6.018791744,-73.54617324,15664.000000,15664.000000,68.000000,186.000000,3.000000,257.000000
15.000000,667.000000,SAN LUIS DE GACENO,2011.000000,5.000000,4.818705081,-73.16887227,15667.000000,15667.000000,629.000000,304.000000,27.000000,960.000000
15.000000,572.000000,PUERTO BOYACÁ,2011.000000,5.000000,5.973313795,-74.57505414,15572.000000,15572.000000,4500.000000,2973.000000,143.000000,7616.000000
15.000000,681.000000,SAN PABLO DE BORBUR,2011.000000,5.000000,5.659017758,-74.06659233,15681.000000,15681.000000,676.000000,130.000000,17.000000,823.000000
15.000000,690.000000,SANTA MARÍA,2011.000000,5.000000,4.857600641,-73.26325876,15690.000000,15690.000000,218.000000,176.000000,24.000000,418.000000
15.000000,646.000000,SAMACÁ,2011.000000,5.000000,5.492627404,-73.48597146,15646.000000,15646.000000,48.000000,696.000000,2.000000,746.000000
15.000000,660.000000,SAN EDUARDO,2011.000000,5.000000,5.224206617,-73.07660264,15660.000000,15660.000000,206.000000,38.000000,3.000000,247.000000
15.000000,673.000000,SAN MATEO,2011.000000,5.000000,6.401834213,-72.55494287,15673.000000,15673.000000,488.000000,20.000000,6.000000,514.000000
15.000000,832.000000,TUNUNGUÁ,2011.000000,5.000000,5.730407979,-73.93303506,15832.000000,15832.000000,69.000000,5.000000,3.000000,77.000000
15.000000,720.000000,SATIVANORTE,2011.000000,5.000000,6.131333828,-72.70812666,15720.000000,15720.000000,73.000000,17.000000,1.000000,91.000000
15.000000,753.000000,SOATÁ,2011.000000,5.000000,6.33332448,-72.68342065,15753.000000,15753.000000,137.000000,71.000000,6.000000,214.000000
15.000000,757.000000,SOCHA,2011.000000,5.000000,5.99685875,-72.69162654,15757.000000,15757.000000,217.000000,159.000000,11.000000,387.000000
15.000000,761.000000,SOMONDOCO,2011.000000,5.000000,4.985809392,-73.43331223,15761.000000,15761.000000,68.000000,87.000000,1.000000,156.000000
15.000000,839.000000,TUTAZÁ,2011.000000,5.000000,6.032475912,-72.85634776,15839.000000,15839.000000,103.000000,5.000000,3.000000,111.000000
15.000000,897.000000,ZETAQUIRA,2011.000000,5.000000,5.284346565,-73.17202997,15897.000000,15897.000000,209.000000,152.000000,11.000000,372.000000
15.000000,755.000000,SOCOTÁ,2011.000000,5.000000,6.040847786,-72.63650787,15755.000000,15755.000000,650.000000,48.000000,54.000000,752.000000
15.000000,135.000000,CAMPOHERMOSO,2011.000000,5.000000,5.030630049,-73.10351821,15135.000000,15135.000000,523.000000,85.000000,8.000000,616.000000
15.000000,550.000000,PISBA,2011.000000,5.000000,5.72346654,-72.4827302,15550.000000,15550.000000,411.000000,20.000000,20.000000,451.000000
15.000000,580.000000,QUÍPAMA,2011.000000,5.000000,5.52298511,-74.18123629,15580.000000,15580.000000,364.000000,88.000000,5.000000,457.000000
15.000000,1.000000,TUNJA,2011.000000,5.000000,5.540777415,-73.35512117,15001.000000,15001.000000,237.000000,3550.000000,12.000000,3799.000000
15.000000,176.000000,CHIQUINQUIRÁ,2011.000000,5.000000,5.614851057,-73.81871071,15176.000000,15176.000000,357.000000,1369.000000,33.000000,1759.000000
15.000000,183.000000,CHITA,2011.000000,5.000000,6.187257707,-72.47130795,15183.000000,15183.000000,1016.000000,90.000000,124.000000,1230.000000
15.000000,180.000000,CHISCAS,2011.000000,5.000000,6.553005172,-72.50014039,15180.000000,15180.000000,488.000000,19.000000,43.000000,550.000000
15.000000,425.000000,MACANAL,2011.000000,5.000000,4.972217331,-73.31952118,15425.000000,15425.000000,172.000000,103.000000,13.000000,288.000000
15.000000,332.000000,GÜICÁN,2011.000000,5.000000,6.462929587,-72.41206013,15332.000000,15332.000000,297.000000,12.000000,4.000000,313.000000
15.000000,223.000000,CUBARÁ,2011.000000,5.000000,7.001709775,-72.1083076,15223.000000,15223.000000,483.000000,777.000000,81.000000,1341.000000
15.000000,455.000000,MIRAFLORES,2011.000000,5.000000,5.1959458,-73.14486261,15455.000000,15455.000000,665.000000,557.000000,29.000000,1251.000000
15.000000,464.000000,MONGUA,2011.000000,5.000000,5.752830427,-72.80020513,15464.000000,15464.000000,100.000000,31.000000,106.000000,237.000000
15.000000,236.000000,CHIVOR,2011.000000,5.000000,4.887625757,-73.36850057,15236.000000,15236.000000,261.000000,40.000000,26.000000,327.000000
15.000000,244.000000,EL COCUY,2011.000000,5.000000,6.409247856,-72.44503498,15244.000000,15244.000000,320.000000,20.000000,14.000000,354.000000
15.000000,248.000000,EL ESPINO,2011.000000,5.000000,6.48261314,-72.49632211,15248.000000,15248.000000,213.000000,23.000000,2.000000,238.000000
15.000000,480.000000,MUZO,2011.000000,5.000000,5.532014895,-74.10293904,15480.000000,15480.000000,917.000000,221.000000,44.000000,1182.000000
15.000000,491.000000,NOBSA,2011.000000,5.000000,5.770571138,-72.94026073,15491.000000,15491.000000,42.000000,305.000000,3.000000,350.000000
15.000000,296.000000,GÁMEZA,2011.000000,5.000000,5.802388311,-72.80552655,15296.000000,15296.000000,43.000000,36.000000,15.000000,94.000000
15.000000,299.000000,GARAGOA,2011.000000,5.000000,5.082280849,-73.36476697,15299.000000,15299.000000,220.000000,448.000000,7.000000,675.000000
15.000000,322.000000,GUATEQUE,2011.000000,5.000000,5.00708725,-73.47228448,15322.000000,15322.000000,170.000000,231.000000,7.000000,408.000000
15.000000,325.000000,GUAYATÁ,2011.000000,5.000000,4.966820087,-73.49011865,15325.000000,15325.000000,135.000000,66.000000,12.000000,213.000000
15.000000,507.000000,OTANCHE,2011.000000,5.000000,5.657992699,-74.18131018,15507.000000,15507.000000,1440.000000,349.000000,96.000000,1885.000000
15.000000,514.000000,PÁEZ,2011.000000,5.000000,5.100660414,-73.05200057,15514.000000,15514.000000,813.000000,147.000000,908.000000,1868.000000
15.000000,533.000000,PAYA,2011.000000,5.000000,5.626395214,-72.42231608,15533.000000,15533.000000,434.000000,6.000000,47.000000,487.000000
17.000000,174.000000,CHINCHINÁ,2008.000000,5.000000,4.985518004,-75.60638497,17174.000000,17174.000000,1365.000000,2332.000000,17.000000,3714.000000
17.000000,616.000000,RISARALDA,2011.000000,5.000000,5.163452975,-75.7679946,17616.000000,17616.000000,781.000000,755.000000,16.000000,1552.000000
17.000000,662.000000,SAMANÁ,2011.000000,5.000000,5.413074333,-74.99238026,17662.000000,17662.000000,26806.000000,916.000000,24050.000000,51772.000000
17.000000,873.000000,VILLAMARÍA,2011.000000,5.000000,5.04499164,-75.51388338,17873.000000,17873.000000,689.000000,1768.000000,120.000000,2577.000000
17.000000,877.000000,VITERBO,2011.000000,5.000000,5.062864419,-75.87075929,17877.000000,17877.000000,579.000000,725.000000,14.000000,1318.000000
17.000000,665.000000,SAN JOSÉ,2011.000000,5.000000,5.082642862,-75.79165099,17665.000000,17665.000000,333.000000,319.000000,23.000000,675.000000
17.000000,777.000000,SUPÍA,2011.000000,5.000000,5.446099934,-75.64946621,17777.000000,17777.000000,1371.000000,1588.000000,134.000000,3093.000000
17.000000,867.000000,VICTORIA,2011.000000,5.000000,5.31747862,-74.9111506,17867.000000,17867.000000,900.000000,662.000000,191.000000,1753.000000
17.000000,1.000000,MANIZALES,2011.000000,5.000000,5.056447091,-75.49003733,17001.000000,17001.000000,2766.000000,19398.000000,786.000000,22950.000000
17.000000,50.000000,ARANZAZU,2011.000000,5.000000,5.271304385,-75.49077731,17050.000000,17050.000000,580.000000,428.000000,51.000000,1059.000000
17.000000,88.000000,BELALCÁZAR,2011.000000,5.000000,4.99324011,-75.80501528,17088.000000,17088.000000,452.000000,646.000000,2.000000,1100.000000
17.000000,13.000000,AGUADAS,2011.000000,5.000000,5.610592234,-75.45423466,17013.000000,17013.000000,2150.000000,597.000000,1083.000000,3830.000000
17.000000,42.000000,ANSERMA,2011.000000,5.000000,5.23807383,-75.78399658,17042.000000,17042.000000,3146.000000,1740.000000,648.000000,5534.000000
17.000000,433.000000,MANZANARES,2011.000000,5.000000,5.254101605,-75.15350199,17433.000000,17433.000000,2161.000000,3431.000000,408.000000,6000.000000
17.000000,444.000000,MARQUETALIA,2011.000000,5.000000,5.295444868,-75.05162637,17444.000000,17444.000000,4083.000000,2157.000000,2510.000000,8750.000000
17.000000,541.000000,PENSILVANIA,2011.000000,5.000000,5.384608145,-75.15923798,17541.000000,17541.000000,13118.000000,1439.000000,7155.000000,21712.000000
17.000000,614.000000,RIOSUCIO,2011.000000,5.000000,5.423953475,-75.70231885,17614.000000,17614.000000,6320.000000,1284.000000,2868.000000,10472.000000
17.000000,653.000000,SALAMINA,2011.000000,5.000000,5.402601489,-75.48717096,17653.000000,17653.000000,2724.000000,403.000000,510.000000,3637.000000
17.000000,272.000000,FILADELFIA,2011.000000,5.000000,5.297350278,-75.56228224,17272.000000,17272.000000,703.000000,219.000000,21.000000,943.000000
17.000000,388.000000,LA MERCED,2011.000000,5.000000,5.394804559,-75.54734816,17388.000000,17388.000000,899.000000,226.000000,52.000000,1177.000000
17.000000,442.000000,MARMATO,2011.000000,5.000000,5.474553802,-75.6007335,17442.000000,17442.000000,449.000000,101.000000,2.000000,552.000000
17.000000,486.000000,NEIRA,2011.000000,5.000000,5.166415936,-75.51976932,17486.000000,17486.000000,1349.000000,594.000000,86.000000,2029.000000
17.000000,446.000000,MARULANDA,2011.000000,5.000000,5.284286046,-75.25983535,17446.000000,17446.000000,1367.000000,94.000000,486.000000,1947.000000
17.000000,524.000000,PALESTINA,2011.000000,5.000000,5.019116344,-75.62111339,17524.000000,17524.000000,800.000000,742.000000,27.000000,1569.000000
17.000000,495.000000,NORCASIA,2011.000000,5.000000,5.575276372,-74.88917962,17495.000000,17495.000000,971.000000,1551.000000,212.000000,2734.000000
17.000000,513.000000,PÁCORA,2011.000000,5.000000,5.528686896,-75.46000891,17513.000000,17513.000000,1321.000000,167.000000,196.000000,1684.000000
17.000000,380.000000,LA DORADA,2006.000000,5.000000,5.443899994,-74.67445215,17380.000000,17380.000000,3567.000000,6229.000000,73.000000,9869.000000
18.000000,29.000000,ALBANIA,2011.000000,5.000000,1.329033772,-75.87865221,18029.000000,18029.000000,4121.000000,1315.000000,856.000000,6292.000000
18.000000,94.000000,BELÉN DE LOS ANDAQUÍES,2011.000000,5.000000,1.420263193,-75.8715028,18094.000000,18094.000000,7204.000000,3231.000000,2255.000000,12690.000000
18.000000,150.000000,CARTAGENA DEL CHAIRÁ,2011.000000,5.000000,1.334346751,-74.84461961,18150.000000,18150.000000,30808.000000,1804.000000,11152.000000,43764.000000
18.000000,753.000000,SAN VICENTE DEL CAGUÁN,2011.000000,5.000000,2.113417738,-74.77195969,18753.000000,18753.000000,40436.000000,3675.000000,5397.000000,49508.000000
18.000000,1.000000,FLORENCIA,2011.000000,5.000000,1.61733395,-75.60689021,18001.000000,18001.000000,26683.000000,109520.000000,9243.000000,145446.000000
18.000000,205.000000,CURILLO,2011.000000,5.000000,1.033655295,-75.92035477,18205.000000,18205.000000,19480.000000,2602.000000,983.000000,23065.000000
18.000000,247.000000,EL DONCELLO,2011.000000,5.000000,1.679063507,-75.28283737,18247.000000,18247.000000,10990.000000,4318.000000,1284.000000,16592.000000
18.000000,256.000000,EL PAUJÍL,2011.000000,5.000000,1.570491137,-75.32674565,18256.000000,18256.000000,7774.000000,5831.000000,2898.000000,16503.000000
18.000000,785.000000,SOLITA,2011.000000,5.000000,0.872398244,-75.62013109,18785.000000,18785.000000,12511.000000,2226.000000,1212.000000,15949.000000
18.000000,860.000000,VALPARAÍSO,2011.000000,5.000000,1.197615252,-75.70536628,18860.000000,18860.000000,13666.000000,1108.000000,2887.000000,17661.000000
18.000000,410.000000,LA MONTAÑITA,2011.000000,5.000000,1.488330221,-75.43614703,18410.000000,18410.000000,19482.000000,1664.000000,5285.000000,26431.000000
18.000000,460.000000,MILÁN,2011.000000,5.000000,1.29064424,-75.50753031,18460.000000,18460.000000,14459.000000,654.000000,1762.000000,16875.000000
18.000000,479.000000,MORELIA,2011.000000,5.000000,1.487622285,-75.72454094,18479.000000,18479.000000,2549.000000,1472.000000,586.000000,4607.000000
18.000000,592.000000,PUERTO RICO,2011.000000,5.000000,1.910181456,-75.15785699,18592.000000,18592.000000,23396.000000,5453.000000,2780.000000,31629.000000
18.000000,610.000000,SAN JOSÉ DEL FRAGUA,2011.000000,5.000000,1.331725838,-75.97366185,18610.000000,18610.000000,14195.000000,1789.000000,2498.000000,18482.000000
18.000000,756.000000,SOLANO,2011.000000,5.000000,0.699161193,-75.2533439,18756.000000,18756.000000,13278.000000,619.000000,1017.000000,14914.000000
19.000000,300.000000,GUACHENÉ,2012.000000,5.000000,3.133469293,-76.39302634,19300.000000,19300.000000,157.000000,331.000000,6.000000,494.000000
19.000000,533.000000,PIAMONTE,2012.000000,5.000000,1.115676908,-76.32672139,19533.000000,19533.000000,8182.000000,1302.000000,573.000000,10057.000000
19.000000,573.000000,PUERTO TEJADA,2012.000000,5.000000,3.232659293,-76.41706837,19573.000000,19573.000000,1820.000000,1067.000000,53.000000,2940.000000
19.000000,698.000000,SANTANDER DE QUILICHAO,2008.000000,5.000000,3.011287968,-76.48534589,19698.000000,19698.000000,5681.000000,17132.000000,1333.000000,24146.000000
19.000000,130.000000,CAJIBÍO,2011.000000,5.000000,2.623031089,-76.57038564,19130.000000,19130.000000,11867.000000,624.000000,1013.000000,13504.000000
19.000000,418.000000,LÓPEZ,2011.000000,5.000000,2.845916625,-77.2482771,19418.000000,19418.000000,12377.000000,631.000000,8459.000000,21467.000000
19.000000,517.000000,BELALCÁZAR,2011.000000,5.000000,2.645311465,-75.97192356,19517.000000,19517.000000,4344.000000,368.000000,2211.000000,6923.000000
19.000000,142.000000,CALOTO,2011.000000,5.000000,3.033158363,-76.4084846,19142.000000,19142.000000,3405.000000,1577.000000,5654.000000,10636.000000
19.000000,212.000000,CORINTO,2011.000000,5.000000,3.174152098,-76.26105666,19212.000000,19212.000000,5611.000000,1652.000000,627.000000,7890.000000
19.000000,455.000000,MIRANDA,2011.000000,5.000000,3.251894066,-76.22967043,19455.000000,19455.000000,2696.000000,1807.000000,3882.000000,8385.000000
19.000000,513.000000,PADILLA,2011.000000,5.000000,3.223545919,-76.31350981,19513.000000,19513.000000,264.000000,170.000000,7.000000,441.000000
19.000000,532.000000,EL BORDO,2011.000000,5.000000,2.113081391,-76.98568182,19532.000000,19532.000000,12622.000000,2821.000000,906.000000,16349.000000
19.000000,585.000000,COCONUCO,2011.000000,5.000000,2.342595234,-76.49691805,19585.000000,19585.000000,1811.000000,42.000000,60.000000,1913.000000
19.000000,290.000000,FLORENCIA,2011.000000,5.000000,1.683035398,-77.07275376,19290.000000,19290.000000,1089.000000,882.000000,147.000000,2118.000000
19.000000,743.000000,SILVIA,2011.000000,5.000000,2.611053922,-76.38245412,19743.000000,19743.000000,1902.000000,337.000000,132.000000,2371.000000
19.000000,807.000000,TIMBÍO,2011.000000,5.000000,2.352227485,-76.68283126,19807.000000,19807.000000,4463.000000,4360.000000,638.000000,9461.000000
19.000000,809.000000,TIMBIQUÍ,2011.000000,5.000000,2.777273395,-77.66827254,19809.000000,19809.000000,7025.000000,1598.000000,12004.000000,20627.000000
19.000000,821.000000,TORIBÍO,2011.000000,5.000000,2.953701969,-76.27049302,19821.000000,19821.000000,6842.000000,1867.000000,6667.000000,15376.000000
19.000000,824.000000,TOTORÓ,2011.000000,5.000000,2.511197627,-76.39817055,19824.000000,19824.000000,2618.000000,70.000000,42.000000,2730.000000
19.000000,760.000000,PAISPAMBA,2011.000000,5.000000,2.253217203,-76.61417097,19760.000000,19760.000000,1894.000000,195.000000,39.000000,2128.000000
19.000000,780.000000,SUÁREZ,2011.000000,5.000000,2.954521811,-76.69508051,19780.000000,19780.000000,5908.000000,1035.000000,14585.000000,21528.000000
19.000000,785.000000,SUCRE,2011.000000,5.000000,2.038398196,-76.92530555,19785.000000,19785.000000,2877.000000,463.000000,48.000000,3388.000000
19.000000,701.000000,SANTA ROSA,2011.000000,5.000000,1.7030252,-76.57382342,19701.000000,19701.000000,5362.000000,245.000000,303.000000,5910.000000
19.000000,845.000000,VILLA RICA,2011.000000,5.000000,3.174922713,-76.46161371,19845.000000,19845.000000,246.000000,856.000000,10.000000,1112.000000
19.000000,693.000000,SAN SEBASTIÁN,2011.000000,5.000000,1.838678626,-76.76983252,19693.000000,19693.000000,3304.000000,112.000000,36.000000,3452.000000
19.000000,110.000000,BUENOS AIRES,2011.000000,5.000000,3.016024405,-76.6425464,19110.000000,19110.000000,12813.000000,2172.000000,5079.000000,20064.000000
19.000000,137.000000,CALDONO,2011.000000,5.000000,2.797508881,-76.48470182,19137.000000,19137.000000,2826.000000,626.000000,459.000000,3911.000000
19.000000,256.000000,EL TAMBO,2011.000000,5.000000,2.452235812,-76.81081231,19256.000000,19256.000000,28164.000000,2116.000000,4329.000000,34609.000000
19.000000,318.000000,GUAPÍ,2011.000000,5.000000,2.57069211,-77.88568324,19318.000000,19318.000000,7636.000000,4674.000000,9832.000000,22142.000000
19.000000,450.000000,MERCADERES,2011.000000,5.000000,1.79118775,-77.16257136,19450.000000,19450.000000,5918.000000,3702.000000,1242.000000,10862.000000
19.000000,473.000000,MORALES,2011.000000,5.000000,2.758064485,-76.63081088,19473.000000,19473.000000,3578.000000,1569.000000,5946.000000,11093.000000
19.000000,548.000000,PIENDAMÓ,2011.000000,5.000000,2.638574387,-76.52859803,19548.000000,19548.000000,1802.000000,3186.000000,218.000000,5206.000000
19.000000,622.000000,ROSAS,2011.000000,5.000000,2.261720052,-76.73887997,19622.000000,19622.000000,2854.000000,1351.000000,318.000000,4523.000000
19.000000,355.000000,INZÁ,2011.000000,5.000000,2.548738713,-76.06523059,19355.000000,19355.000000,2680.000000,358.000000,130.000000,3168.000000
19.000000,22.000000,ALMAGUER,2011.000000,5.000000,1.914277842,-76.85492444,19022.000000,19022.000000,4520.000000,127.000000,85.000000,4732.000000
19.000000,364.000000,JAMBALÓ,2011.000000,5.000000,2.777700218,-76.32446228,19364.000000,19364.000000,1279.000000,45.000000,2496.000000,3820.000000
19.000000,392.000000,LA SIERRA,2011.000000,5.000000,2.177041682,-76.76320226,19392.000000,19392.000000,3069.000000,208.000000,75.000000,3352.000000
19.000000,50.000000,ARGELIA,2011.000000,5.000000,2.255549567,-77.24907523,19050.000000,19050.000000,20828.000000,366.000000,3209.000000,24403.000000
19.000000,75.000000,BALBOA,2011.000000,5.000000,2.041393559,-77.21654121,19075.000000,19075.000000,9109.000000,836.000000,489.000000,10434.000000
19.000000,397.000000,LA VEGA,2011.000000,5.000000,2.004638391,-76.78150374,19397.000000,19397.000000,10550.000000,310.000000,190.000000,11050.000000
19.000000,1.000000,POPAYÁN,2011.000000,5.000000,2.447698554,-76.62446903,19001.000000,19001.000000,4522.000000,110174.000000,1450.000000,116146.000000
19.000000,100.000000,BOLÍVAR,2011.000000,5.000000,1.837562703,-76.9667572,19100.000000,19100.000000,16312.000000,843.000000,320.000000,17475.000000
20.000000,11.000000,AGUACHICA,2012.000000,5.000000,8.310120968,-73.60130045,20011.000000,20011.000000,12964.000000,16171.000000,4965.000000,34100.000000
20.000000,13.000000,AGUSTÍN CODAZZI,2012.000000,5.000000,10.04036455,-73.23743145,20013.000000,20013.000000,26044.000000,8767.000000,18249.000000,53060.000000
20.000000,1.000000,VALLEDUPAR,2011.000000,5.000000,10.4618934,-73.25851704,20001.000000,20001.000000,32436.000000,83963.000000,51286.000000,167685.000000
20.000000,295.000000,GAMARRA,2011.000000,5.000000,8.321520232,-73.74304126,20295.000000,20295.000000,1914.000000,1238.000000,67.000000,3219.000000
20.000000,32.000000,ASTREA,2011.000000,5.000000,9.496386258,-73.97471961,20032.000000,20032.000000,7418.000000,1106.000000,1117.000000,9641.000000
20.000000,60.000000,BOSCONIA,2011.000000,5.000000,9.974371994,-73.88804193,20060.000000,20060.000000,7381.000000,11271.000000,2526.000000,21178.000000
20.000000,178.000000,CHIRIGUANÁ,2011.000000,5.000000,9.36137942,-73.60091321,20178.000000,20178.000000,7772.000000,3813.000000,3804.000000,15389.000000
20.000000,45.000000,BECERRIL,2011.000000,5.000000,9.705162495,-73.27915878,20045.000000,20045.000000,8944.000000,3160.000000,6907.000000,19011.000000
20.000000,175.000000,CHIMICHAGUA,2011.000000,5.000000,9.257749906,-73.81279543,20175.000000,20175.000000,7720.000000,2868.000000,1236.000000,11824.000000
20.000000,228.000000,CURUMANÍ,2011.000000,5.000000,9.201043928,-73.54177465,20228.000000,20228.000000,18067.000000,5168.000000,8036.000000,31271.000000
20.000000,250.000000,EL PASO,2011.000000,5.000000,9.661878357,-73.74645431,20250.000000,20250.000000,5079.000000,2635.000000,305.000000,8019.000000
20.000000,238.000000,EL COPEY,2011.000000,5.000000,10.14913211,-73.96137025,20238.000000,20238.000000,18111.000000,2306.000000,6484.000000,26901.000000
20.000000,443.000000,MANAURE BALCÓN DEL CESAR,2011.000000,5.000000,10.39074832,-73.0288341,20443.000000,20443.000000,2269.000000,3611.000000,1500.000000,7380.000000
20.000000,517.000000,PAILITAS,2011.000000,5.000000,8.956042995,-73.62539879,20517.000000,20517.000000,10071.000000,3876.000000,6577.000000,20524.000000
20.000000,310.000000,GONZÁLEZ,2011.000000,5.000000,8.390101998,-73.38041121,20310.000000,20310.000000,448.000000,599.000000,78.000000,1125.000000
20.000000,383.000000,LA GLORIA,2011.000000,5.000000,8.618015129,-73.80111141,20383.000000,20383.000000,5432.000000,1814.000000,1010.000000,8256.000000
20.000000,621.000000,ROBLES,2011.000000,5.000000,10.38646779,-73.17269131,20621.000000,20621.000000,9099.000000,5326.000000,4088.000000,18513.000000
20.000000,400.000000,LA JAGUA DE IBIRICO,2011.000000,5.000000,9.562867056,-73.33555181,20400.000000,20400.000000,12302.000000,2809.000000,4915.000000,20026.000000
20.000000,550.000000,PELAYA,2011.000000,5.000000,8.687890965,-73.66591297,20550.000000,20550.000000,8414.000000,3585.000000,3853.000000,15852.000000
20.000000,570.000000,PUEBLO BELLO,2011.000000,5.000000,10.41496879,-73.58700594,20570.000000,20570.000000,8159.000000,1752.000000,4549.000000,14460.000000
20.000000,614.000000,RÍO DE ORO,2011.000000,5.000000,8.292019632,-73.38657859,20614.000000,20614.000000,1345.000000,1024.000000,434.000000,2803.000000
20.000000,710.000000,SAN ALBERTO,2011.000000,5.000000,7.761547319,-73.39405732,20710.000000,20710.000000,7532.000000,1879.000000,476.000000,9887.000000
20.000000,750.000000,SAN DIEGO,2011.000000,5.000000,10.33369278,-73.1807288,20750.000000,20750.000000,8597.000000,4475.000000,6875.000000,19947.000000
20.000000,770.000000,SAN MARTÍN,2011.000000,5.000000,8.00439772,-73.51298328,20770.000000,20770.000000,3732.000000,2910.000000,907.000000,7549.000000
20.000000,787.000000,TAMALAMEQUE,2011.000000,5.000000,8.8623923,-73.81185017,20787.000000,20787.000000,2434.000000,1469.000000,257.000000,4160.000000
