type,properties/OD_Pair,properties/OrgLat,properties/OrgLon,properties/DestLat,properties/DestLon,properties/Count,properties/Origin,properties/Dest,properties/OrgMun,properties/DestMun,geometry/type,geometry/coordinates/0/0,geometry/coordinates/0/1,geometry/coordinates/1/0,geometry/coordinates/1/1
Feature,23464-70001,9.240022,-75.676673,9.300455,-75.395996,183,23464,70001,MOMIL,SINCELEJO,LineString,-75.6766729837,9.24002156911,-75.3959960643999,9.30045521524
Feature,20001-20175,10.461893,-73.258517,9.25775,-73.812795,183,20001,20175,VALLEDUPAR,CHIMICHAGUA,LineString,-73.2585170443999,10.4618933985,-73.8127954261999,9.25774990553
Feature,5736-23001,7.07992,-74.6993,8.746423,-75.876635,183,5736,23001,SEGOVIA,MONTERÍA,LineString,-74.6993000374999,7.07992032695,-75.8766346495,8.74642258289999
Feature,23580-23807,7.889279,-75.672022,8.172247,-76.062317,183,23580,23807,PUERTO LIBERTADOR,TIERRALTA,LineString,-75.672022287,7.88927921392,-76.06231662800002,8.17224654791
Feature,13683-13688,10.445473,-75.369102,7.963479,-74.050599,183,13683,13688,SANTA ROSA DE LIMA,SANTA ROSA DEL SUR,LineString,-75.3691024297999,10.445472719,-74.0505988631999,7.963478801750001
Feature,20045-54001,9.705162,-73.279159,7.905267,-72.505591,183,20045,54001,BECERRIL,CÚCUTA,LineString,-73.2791587810999,9.70516249492,-72.5055909658999,7.905267116589999
Feature,76109-54001,3.875474,-77.011536,7.905267,-72.505591,183,76109,54001,BUENAVENTURA,CÚCUTA,LineString,-77.0115358955,3.87547430591,-72.5055909658999,7.905267116589999
Feature,5347-5360,6.206033,-75.734786,6.169702,-75.613401,183,5347,5360,HELICONIA,ITAGÜÍ,LineString,-75.7347859901999,6.20603288355,-75.6134013955,6.16970164493
Feature,25320-25269,5.07249,-74.603415,4.812242,-74.351015,183,25320,25269,GUADUAS,FACATATIVÁ,LineString,-74.603414551,5.07248999368,-74.3510146924,4.81224201428
Feature,73168-25290,3.725761,-75.483582,4.337748,-74.366368,183,73168,25290,CHAPARRAL,FUSAGASUGÁ,LineString,-75.4835822095,3.72576111018,-74.3663679706999,4.3377481407
Feature,76364-19698,3.262997,-76.540231,3.011288,-76.485346,183,76364,19698,JAMUNDÍ,SANTANDER DE QUILICHAO,LineString,-76.5402305374,3.26299651392,-76.4853458903999,3.01128796778
Feature,47058-70001,9.847372,-74.236216,9.300455,-75.395996,182,47058,70001,EL DIFICIL,SINCELEJO,LineString,-74.2362155595999,9.84737240105999,-75.3959960643999,9.30045521524
Feature,5649-23001,6.187976,-74.993002,8.746423,-75.876635,182,5649,23001,SAN CARLOS,MONTERÍA,LineString,-74.9930024004,6.18797640745,-75.8766346495,8.74642258289999
Feature,68615-68255,7.263214,-73.149044,7.470683,-73.203124,182,68615,68255,RIONEGRO,EL PLAYÓN,LineString,-73.1490442947,7.26321364382,-73.2031235199,7.470682553160001
Feature,68001-68276,7.115901,-73.132537,7.074187,-73.097661,182,68001,68276,BUCARAMANGA,FLORIDABLANCA,LineString,-73.1325367610999,7.1159014435,-73.0976614006,7.074187481910001
Feature,54128-68307,7.74186,-73.048496,7.071761,-73.168255,182,54128,68307,CÁCHIRA,GIRÓN,LineString,-73.0484961206999,7.74185973792,-73.16825490019991,7.07176114996
Feature,5847-5380,6.314001,-76.13224,6.156625,-75.637943,182,5847,5380,URRAO,LA ESTRELLA,LineString,-76.1322404659999,6.31400117613,-75.6379430328999,6.15662535734
Feature,27025-27135,5.516137,-76.974637,5.335387,-76.72722,182,27025,27135,PIE DE PATO,MANAGRÚ,LineString,-76.9746369542999,5.51613684806,-76.7272200610999,5.33538667136
Feature,86320-66001,0.67602,-76.88021,4.807002,-75.718267,182,86320,66001,ORITO,PEREIRA,LineString,-76.8802098559999,0.676020477276,-75.7182670472,4.80700196952
Feature,68573-11001,6.652557,-74.055849,4.650528,-74.105972,182,68573,11001,PUERTO PARRA,"BOGOTÁ, D.C.",LineString,-74.0558491949999,6.65255723058,-74.105971599,4.65052840264
Feature,25335-11001,4.217069,-73.817033,4.650528,-74.105972,182,25335,11001,GUAYABETAL,"BOGOTÁ, D.C.",LineString,-73.8170325454999,4.21706945874,-74.105971599,4.65052840264
Feature,50001-25754,4.122958,-73.626878,4.576529,-74.215511,182,50001,25754,VILLAVICENCIO,SOACHA,LineString,-73.626877897,4.12295758045,-74.2155110973999,4.57652885514
Feature,54810-50001,8.639718,-72.735919,4.122958,-73.626878,182,54810,50001,TIBÚ,VILLAVICENCIO,LineString,-72.7359193716,8.63971770040999,-73.626877897,4.12295758045
Feature,68081-50001,7.067976,-73.846686,4.122958,-73.626878,182,68081,50001,BARRANCABERMEJA,VILLAVICENCIO,LineString,-73.8466857443,7.06797552653,-73.626877897,4.12295758045
Feature,86865-41001,0.423385,-76.904734,2.935546,-75.277946,182,86865,41001,LA HORMIGA,NEIVA,LineString,-76.9047337531,0.423385052504,-75.27794586940001,2.93554559249
Feature,86885-19001,1.030863,-76.614658,2.447699,-76.624469,182,86885,19001,VILLAGARZÓN,POPAYÁN,LineString,-76.6146582665,1.03086306414,-76.62446903320001,2.4476985537
Feature,18001-41306,1.617334,-75.60689,2.387831,-75.545729,182,18001,41306,FLORENCIA,GIGANTE,LineString,-75.6068902091,1.61733394988,-75.545729476,2.38783133542
Feature,44078-44378,10.954561,-72.796173,11.067282,-72.762502,181,44078,44378,BARRANCAS,HATONUEVO,LineString,-72.796172904,10.9545606788,-72.7625018014999,11.0672820786
Feature,8549-8638,10.749604,-75.107549,10.633833,-74.920625,181,8549,8638,PIOJÓ,SABANALARGA,LineString,-75.1075490502999,10.749603513,-74.9206251244,10.6338334111999
Feature,47551-8638,10.461344,-74.615396,10.633833,-74.920625,181,47551,8638,PIVIJAY,SABANALARGA,LineString,-74.6153957047,10.4613440093999,-74.9206251244,10.6338334111999
Feature,20550-20750,8.687891,-73.665913,10.333693,-73.180729,181,20550,20750,PELAYA,SAN DIEGO,LineString,-73.6659129700999,8.68789096539999,-73.1807287956,10.333692778300001
Feature,13894-70215,9.748568,-74.81496,9.320684,-75.292023,181,13894,70215,ZAMBRANO,COROZAL,LineString,-74.8149599707,9.74856772595999,-75.2920234071,9.32068414476
Feature,5147-5659,7.755117,-76.654051,8.759491,-76.52889,181,5147,5659,CAREPA,SAN JUAN DE URABÁ,LineString,-76.6540510757999,7.75511703075,-76.5288897939999,8.75949060552
Feature,5138-5045,6.749876,-76.024566,7.882717,-76.626186,181,5138,5045,CAÑASGORDAS,APARTADÓ,LineString,-76.0245655731,6.74987568613,-76.6261859722999,7.882716696189999
Feature,54810-54172,8.639718,-72.735919,7.602563,-72.60245,181,54810,54172,TIBÚ,CHINÁCOTA,LineString,-72.7359193716,8.63971770040999,-72.6024502905,7.602562969079999
Feature,81001-68276,7.077995,-70.761888,7.074187,-73.097661,181,81001,68276,ARAUCA,FLORIDABLANCA,LineString,-70.7618882371999,7.07799540519,-73.0976614006,7.074187481910001
Feature,5541-5088,6.221683,-75.212372,6.333786,-75.554448,181,5541,5088,PEÑOL,BELLO,LineString,-75.2123722544999,6.22168318271,-75.5544475762,6.33378556234
Feature,54810-5001,8.639718,-72.735919,6.248941,-75.577056,181,54810,5001,TIBÚ,MEDELLÍN,LineString,-72.7359193716,8.63971770040999,-75.5770556256999,6.24894080931
Feature,5001-5313,6.248941,-75.577056,6.141374,-75.187973,181,5001,5313,MEDELLÍN,GRANADA,LineString,-75.5770556256999,6.24894080931,-75.1879726737,6.1413743323
Feature,5649-5697,6.187976,-74.993002,6.137116,-75.265408,181,5649,5697,SAN CARLOS,EL SANTUARIO,LineString,-74.9930024004,6.18797640745,-75.265408308,6.13711554521
Feature,68250-68861,6.056902,-73.814185,6.007581,-73.67452,181,68250,68861,EL PEÑÓN,VÉLEZ,LineString,-73.8141846734999,6.05690174468,-73.674520419,6.00758056124
Feature,27580-27787,5.185467,-76.472338,5.265426,-76.554776,181,27580,27787,SANTA RITA,TADÓ,LineString,-76.4723380556,5.1854667208,-76.5547763051999,5.2654259932
Feature,20400-25175,9.562867,-73.335552,4.865498,-74.049576,181,20400,25175,LA JAGUA DE IBIRICO,CHÍA,LineString,-73.3355518106999,9.5628670562,-74.0495762118,4.86549786731
Feature,23570-11001,8.502656,-75.508178,4.650528,-74.105972,181,23570,11001,PUEBLO NUEVO,"BOGOTÁ, D.C.",LineString,-75.508177552,8.5026556435,-74.105971599,4.65052840264
Feature,73443-73001,5.20017,-74.889335,4.439631,-75.19635,181,73443,73001,SAN SEBASTIÁN DE MARIQUITA,IBAGUÉ,LineString,-74.8893354653999,5.20016963011,-75.1963501464999,4.43963072518
Feature,13654-44001,9.830658,-75.121745,11.529125,-72.912271,180,13654,44001,SAN JACINTO,RIOHACHA,LineString,-75.1217447992,9.83065775252,-72.9122712548,11.5291254274
Feature,47545-47001,9.331691,-74.457691,11.225703,-74.188397,180,47545,47001,PIJIÑO,SANTA MARTA,LineString,-74.4576913493,9.3316912727,-74.1883970494999,11.2257031418
Feature,47189-47570,11.007433,-74.241368,10.99485,-74.281975,180,47189,47570,CIÉNAGA,PUEBLOVIEJO,LineString,-74.2413680715999,11.0074328252,-74.2819750036999,10.9948495829
Feature,47745-20001,10.780738,-74.723105,10.461893,-73.258517,180,47745,20001,SITIONUEVO,VALLEDUPAR,LineString,-74.7231050771,10.7807379069,-73.2585170443999,10.4618933985
Feature,20400-20178,9.562867,-73.335552,9.361379,-73.600913,180,20400,20178,LA JAGUA DE IBIRICO,CHIRIGUANÁ,LineString,-73.3355518106999,9.5628670562,-73.6009132149,9.36137942007
Feature,70001-23001,9.300455,-75.395996,8.746423,-75.876635,180,70001,23001,SINCELEJO,MONTERÍA,LineString,-75.3959960643999,9.30045521524,-75.8766346495,8.74642258289999
Feature,23678-23001,8.799219,-75.699029,8.746423,-75.876635,180,23678,23001,SAN CARLOS,MONTERÍA,LineString,-75.699028755,8.79921910618,-75.8766346495,8.74642258289999
Feature,27006-23001,8.51095,-77.278618,8.746423,-75.876635,180,27006,23001,ACANDÍ,MONTERÍA,LineString,-77.2786180632,8.51094989588,-75.8766346495,8.74642258289999
Feature,47001-20011,11.225703,-74.188397,8.310121,-73.6013,180,47001,20011,SANTA MARTA,AGUACHICA,LineString,-74.1883970494999,11.2257031418,-73.6013004489999,8.31012096837
Feature,5665-23466,8.278064,-76.382562,7.977922,-75.418484,180,5665,23466,SAN PEDRO DE URABÁ,MONTELÍBANO,LineString,-76.3825621281999,8.27806430725999,-75.4184835961,7.97792222738
Feature,73408-73411,4.861052,-74.911602,4.92332,-75.06299,180,73408,73411,LÉRIDA,LÍBANO,LineString,-74.9116022877,4.86105174125,-75.06299005100001,4.92332026847
Feature,15135-11001,5.03063,-73.103518,4.650528,-74.105972,180,15135,11001,CAMPOHERMOSO,"BOGOTÁ, D.C.",LineString,-73.1035182104999,5.03063004877,-74.105971599,4.65052840264
Feature,73200-73001,4.286129,-74.897896,4.439631,-75.19635,180,73200,73001,COELLO,IBAGUÉ,LineString,-74.8978955327,4.28612891116,-75.1963501464999,4.43963072518
Feature,11001-41001,4.650528,-74.105972,2.935546,-75.277946,180,11001,41001,"BOGOTÁ, D.C.",NEIVA,LineString,-74.105971599,4.65052840264,-75.27794586940001,2.93554559249
Feature,52233-52079,1.647672,-77.578431,1.673572,-78.138261,180,52233,52079,CUMBITARA,BARBACOAS,LineString,-77.5784311041,1.64767179034,-78.1382611994999,1.67357164647
Feature,52687-52786,1.503156,-77.215401,1.570128,-77.280728,180,52687,52786,SAN LORENZO,TAMINANGO,LineString,-77.2154005117999,1.50315632046,-77.2807279183,1.57012763757
Feature,52258-52019,1.427293,-77.097346,1.473941,-77.08126,180,52258,52019,EL TABLÓN DE GÓMEZ,SAN JOSÉ,LineString,-77.0973463181999,1.42729321312,-77.0812596922,1.47394061609
Feature,44420-44855,10.510751,-73.071595,10.559983,-73.013372,179,44420,44855,LA JAGUA DEL PILAR,URUMITA,LineString,-73.0715949486999,10.5107506773,-73.013371688,10.5599833382
Feature,13744-20295,7.95522,-73.946366,8.32152,-73.743041,179,13744,20295,SIMITÍ,GAMARRA,LineString,-73.9463661064999,7.95522013541,-73.7430412581999,8.32152023223999
Feature,68669-68001,6.812514,-72.848835,7.115901,-73.132537,179,68669,68001,SAN ANDRÉS,BUCARAMANGA,LineString,-72.8488347619999,6.81251371518,-73.1325367610999,7.1159014435
Feature,5480-5284,7.243963,-76.436705,6.775585,-76.131223,179,5480,5284,MUTATÁ,FRONTINO,LineString,-76.4367046954999,7.24396317282,-76.1312233967999,6.77558501444
Feature,5847-66170,6.314001,-76.13224,4.826246,-75.680286,179,5847,66170,URRAO,DOSQUEBRADAS,LineString,-76.1322404659999,6.31400117613,-75.6802864094999,4.82624626731
Feature,20295-11001,8.32152,-73.743041,4.650528,-74.105972,179,20295,11001,GAMARRA,"BOGOTÁ, D.C.",LineString,-73.7430412581999,8.32152023223999,-74.105971599,4.65052840264
Feature,5088-11001,6.333786,-75.554448,4.650528,-74.105972,179,5088,11001,BELLO,"BOGOTÁ, D.C.",LineString,-75.5544475762,6.33378556234,-74.105971599,4.65052840264
Feature,63548-11001,4.334497,-75.703199,4.650528,-74.105972,179,63548,11001,PIJAO,"BOGOTÁ, D.C.",LineString,-75.703198791,4.33449709573,-74.105971599,4.65052840264
Feature,73678-25754,4.133014,-75.095284,4.576529,-74.215511,179,73678,25754,SAN LUIS,SOACHA,LineString,-75.0952835155,4.13301449195,-74.2155110973999,4.57652885514
Feature,17042-63001,5.238074,-75.783997,4.538105,-75.680004,179,17042,63001,ANSERMA,ARMENIA,LineString,-75.7839965823,5.23807382957,-75.6800036165,4.53810471888
Feature,76122-63001,4.340622,-75.836534,4.538105,-75.680004,179,76122,63001,CAICEDONIA,ARMENIA,LineString,-75.8365343899999,4.34062227793,-75.6800036165,4.53810471888
Feature,85263-50001,5.726766,-71.992393,4.122958,-73.626878,179,85263,50001,PORE,VILLAVICENCIO,LineString,-71.9923928081,5.72676620204,-73.626877897,4.12295758045
Feature,73616-73067,3.530214,-75.644684,3.591165,-75.382454,179,73616,73067,RIOBLANCO,ATACO,LineString,-75.6446841365,3.53021377745,-75.38245402249991,3.59116486731
Feature,27450-76001,5.096609,-76.69553,3.417587,-76.522332,179,27450,76001,ANDAGOYA,SANTIAGO DE CALI,LineString,-76.6955301156999,5.09660896897,-76.5223324663,3.417586541
Feature,86571-19533,0.963536,-76.408022,1.115677,-76.326721,179,86571,19533,PUERTO GUZMÁN,PIAMONTE,LineString,-76.408021749,0.963535947743,-76.3267213884,1.11567690797
Feature,47570-44090,10.99485,-74.281975,11.271254,-73.307237,178,47570,44090,PUEBLOVIEJO,DIBULLA,LineString,-74.2819750036999,10.9948495829,-73.3072366875999,11.2712541239
Feature,44098-44279,10.89657,-72.886397,10.886644,-72.850471,178,44098,44279,DISTRACCIÓN,FONSECA,LineString,-72.8863972063,10.8965698423,-72.8504714895999,10.8866438
Feature,13657-8433,9.951381,-75.083666,10.857597,-74.775158,178,13657,8433,SAN JUAN NEPOMUCENO,MALAMBO,LineString,-75.0836663041999,9.95138127677999,-74.7751583853,10.8575967578
Feature,13873-13683,10.444192,-75.275808,10.445473,-75.369102,178,13873,13683,VILLANUEVA,SANTA ROSA DE LIMA,LineString,-75.2758080895,10.4441917343,-75.3691024297999,10.445472719
Feature,70235-13001,9.159803,-75.049336,10.398816,-75.501229,178,70235,13001,GALERAS,CARTAGENA DE INDIAS,LineString,-75.0493364925,9.15980328042,-75.5012292161,10.3988164843999
Feature,70110-70001,9.319656,-74.973528,9.300455,-75.395996,178,70110,70001,BUENAVISTA,SINCELEJO,LineString,-74.973527847,9.31965614286,-75.3959960643999,9.30045521524
Feature,70508-23001,9.525986,-75.228808,8.746423,-75.876635,178,70508,23001,OVEJAS,MONTERÍA,LineString,-75.2288076868999,9.52598596404999,-75.8766346495,8.74642258289999
Feature,5842-5172,6.898877,-76.174689,7.666156,-76.681565,178,5842,5172,URAMITA,CHIGORODÓ,LineString,-76.1746885609999,6.8988769854,-76.6815647245,7.6661564496
Feature,25095-11001,4.872036,-74.539697,4.650528,-74.105972,178,25095,11001,BITUIMA,"BOGOTÁ, D.C.",LineString,-74.5396970207,4.87203567759,-74.105971599,4.65052840264
Feature,73854-11001,4.197485,-75.11559,4.650528,-74.105972,178,73854,11001,VALLE DE SAN JUAN,"BOGOTÁ, D.C.",LineString,-75.1155895489,4.19748503245,-74.105971599,4.65052840264
Feature,5001-25754,6.248941,-75.577056,4.576529,-74.215511,178,5001,25754,MEDELLÍN,SOACHA,LineString,-75.5770556256999,6.24894080931,-74.2155110973999,4.57652885514
Feature,76126-76111,3.935224,-76.484223,3.901401,-76.298934,178,76126,76111,DARIÉN,GUADALAJARA DE BUGA,LineString,-76.4842233722,3.93522394736,-76.2989340409999,3.90140102715
Feature,86320-19532,0.67602,-76.88021,2.113081,-76.985682,178,86320,19532,ORITO,EL BORDO,LineString,-76.8802098559999,0.676020477276,-76.985681817,2.11308139072
Feature,52540-52256,1.627892,-77.460433,1.743205,-77.335141,178,52540,52256,POLICARPA,EL ROSARIO,LineString,-77.4604333055,1.62789177867,-77.3351407876999,1.74320470344
Feature,52540-52254,1.627892,-77.460433,1.453634,-77.439836,178,52540,52254,POLICARPA,EL PEÑOL,LineString,-77.4604333055,1.62789177867,-77.4398362894,1.45363406908
Feature,76001-8001,3.417587,-76.522332,10.979459,-74.816835,177,76001,8001,SANTIAGO DE CALI,BARRANQUILLA,LineString,-76.5223324663,3.417586541,-74.8168347868,10.9794593386
Feature,47551-8560,10.461344,-74.615396,10.641918,-74.749396,177,47551,8560,PIVIJAY,PONEDERA,LineString,-74.6153957047,10.4613440093999,-74.7493964436999,10.6419178268
Feature,13647-13001,10.3988,-75.15279,10.398816,-75.501229,177,13647,13001,SAN ESTANISLAO DE KOSTKA,CARTAGENA DE INDIAS,LineString,-75.1527903635,10.3987997593999,-75.5012292161,10.3988164843999
Feature,20400-13001,9.562867,-73.335552,10.398816,-75.501229,177,20400,13001,LA JAGUA DE IBIRICO,CARTAGENA DE INDIAS,LineString,-73.3355518106999,9.5628670562,-75.5012292161,10.3988164843999
Feature,5045-23419,7.882717,-76.626186,8.895109,-76.35471,177,5045,23419,APARTADÓ,LOS CÓRDOBAS,LineString,-76.6261859722999,7.88271669619,-76.3547099919999,8.89510878083999
Feature,5490-23555,8.426025,-76.787621,8.409121,-75.584097,177,5490,23555,NECOCLÍ,PLANETA RICA,LineString,-76.7876212535,8.42602528083999,-75.5840965622,8.40912149513
Feature,13001-20011,10.398816,-75.501229,8.310121,-73.6013,177,13001,20011,CARTAGENA DE INDIAS,AGUACHICA,LineString,-75.5012292161,10.3988164843999,-73.6013004489999,8.31012096837
Feature,8001-68001,10.979459,-74.816835,7.115901,-73.132537,177,8001,68001,BARRANQUILLA,BUCARAMANGA,LineString,-74.8168347868,10.9794593386,-73.1325367610999,7.1159014435
Feature,13458-5001,8.29332,-74.475802,6.248941,-75.577056,177,13458,5001,MONTECRISTO,MEDELLÍN,LineString,-74.4758024507,8.29331961005,-75.5770556256999,6.24894080931
Feature,5055-5607,5.731561,-75.142716,6.063243,-75.502011,177,5055,5607,ARGELIA,RETIRO,LineString,-75.1427155905,5.7315608939,-75.5020105793999,6.06324258157
Feature,23686-11001,8.956667,-75.835268,4.650528,-74.105972,177,23686,11001,SAN PELAYO,"BOGOTÁ, D.C.",LineString,-75.8352683985,8.95666728656,-74.105971599,4.65052840264
Feature,54344-11001,8.321629,-73.145908,4.650528,-74.105972,177,54344,11001,HACARÍ,"BOGOTÁ, D.C.",LineString,-73.1459084076,8.32162940597,-74.105971599,4.65052840264
Feature,15332-11001,6.46293,-72.41206,4.650528,-74.105972,177,15332,11001,GÜICÁN,"BOGOTÁ, D.C.",LineString,-72.4120601319999,6.46292958745,-74.105971599,4.65052840264
Feature,94001-11001,3.864699,-67.917963,4.650528,-74.105972,177,94001,11001,INÍRIDA,"BOGOTÁ, D.C.",LineString,-67.9179625877,3.86469882092,-74.105971599,4.65052840264
Feature,52390-11001,2.399225,-78.190213,4.650528,-74.105972,177,52390,11001,LA TOLA,"BOGOTÁ, D.C.",LineString,-78.1902130864999,2.39922533264,-74.105971599,4.65052840264
Feature,50350-25754,2.183629,-73.786466,4.576529,-74.215511,177,50350,25754,LA MACARENA,SOACHA,LineString,-73.7864661864999,2.18362947001,-74.2155110973999,4.57652885514
Feature,63302-63470,4.207746,-75.789556,4.56297,-75.750809,177,63302,63470,GÉNOVA,MONTENEGRO,LineString,-75.7895561044999,4.20774566196,-75.75080862,4.56297035659
Feature,73555-63001,3.197021,-75.643784,4.538105,-75.680004,177,73555,63001,PLANADAS,ARMENIA,LineString,-75.6437838795,3.19702137708,-75.6800036165,4.53810471888
Feature,50287-50313,3.462211,-73.619554,3.544871,-73.706271,177,50287,50313,FUENTE DE ORO,GRANADA,LineString,-73.6195537078999,3.46221107219,-73.7062713007999,3.5448713658
Feature,52540-76364,1.627892,-77.460433,3.262997,-76.540231,177,52540,76364,POLICARPA,JAMUNDÍ,LineString,-77.4604333055,1.62789177867,-76.5402305374,3.26299651392
Feature,52835-19698,1.761334,-78.781544,3.011288,-76.485346,177,52835,19698,TUMACO,SANTANDER DE QUILICHAO,LineString,-78.7815440444999,1.76133367771,-76.4853458903999,3.01128796778
Feature,20750-44001,10.333693,-73.180729,11.529125,-72.912271,176,20750,44001,SAN DIEGO,RIOHACHA,LineString,-73.1807287956,10.3336927783,-72.9122712548,11.5291254274
Feature,20238-44279,10.149132,-73.96137,10.886644,-72.850471,176,20238,44279,EL COPEY,FONSECA,LineString,-73.9613702507,10.1491321093,-72.8504714895999,10.8866438
Feature,47170-47960,10.028009,-74.620928,10.169357,-74.71712,176,47170,47960,CHIVOLO,PUNTA DE PIEDRAS,LineString,-74.6209275007,10.0280091848,-74.71712025509991,10.1693570393999
Feature,20013-20250,10.040365,-73.237431,9.661878,-73.746454,176,20013,20250,AGUSTÍN CODAZZI,EL PASO,LineString,-73.2374314486999,10.0403645547,-73.7464543126999,9.66187835654
Feature,54250-20011,8.577231,-73.094671,8.310121,-73.6013,176,54250,20011,EL TARRA,AGUACHICA,LineString,-73.0946708066,8.57723102745,-73.6013004489999,8.31012096837
Feature,20550-68307,8.687891,-73.665913,7.071761,-73.168255,176,20550,68307,PELAYA,GIRÓN,LineString,-73.6659129700999,8.68789096539999,-73.16825490019991,7.07176114996
Feature,5670-5190,6.485656,-75.019486,6.538875,-75.086239,176,5670,5190,SAN ROQUE,CISNEROS,LineString,-75.0194857349,6.48565561487,-75.0862390602,6.53887519889
Feature,13683-5001,10.445473,-75.369102,6.248941,-75.577056,176,13683,5001,SANTA ROSA DE LIMA,MEDELLÍN,LineString,-75.3691024297999,10.445472719,-75.5770556256999,6.24894080931
Feature,52001-5001,1.212839,-77.278125,6.248941,-75.577056,176,52001,5001,SAN JUAN DE PASTO,MEDELLÍN,LineString,-77.2781249941999,1.21283942448,-75.5770556256999,6.24894080931
Feature,5091-5034,5.749214,-75.981769,5.656885,-75.879251,176,5091,5034,BETANIA,ANDES,LineString,-75.9817693682,5.74921425894,-75.8792510189999,5.65688469538
Feature,44650-11001,10.770735,-73.001701,4.650528,-74.105972,176,44650,11001,SAN JUAN DEL CESAR,"BOGOTÁ, D.C.",LineString,-73.0017013870999,10.7707349803,-74.105971599,4.65052840264
Feature,76100-76622,4.338137,-76.184963,4.413548,-76.151032,176,76100,76622,BOLÍVAR,ROLDANILLO,LineString,-76.1849632551,4.33813737572,-76.1510315894999,4.41354839354
Feature,86568-50001,0.504219,-76.497837,4.122958,-73.626878,176,86568,50001,PUERTO ASÍS,VILLAVICENCIO,LineString,-76.4978366717,0.504218750718,-73.626877897,4.12295758045
Feature,19533-41001,1.115677,-76.326721,2.935546,-75.277946,176,19533,41001,PIAMONTE,NEIVA,LineString,-76.3267213884,1.11567690797,-75.27794586940001,2.93554559249
Feature,18150-41132,1.334347,-74.84462,2.68418,-75.326035,176,18150,41132,CARTAGENA DEL CHAIRÁ,CAMPOALEGRE,LineString,-74.844619613,1.33434675057,-75.3260352533999,2.68418035189
Feature,18150-41770,1.334347,-74.84462,1.976934,-75.794657,176,18150,41770,CARTAGENA DEL CHAIRÁ,SUAZA,LineString,-74.844619613,1.33434675057,-75.7946571509999,1.97693441465
Feature,52079-52435,1.673572,-78.138261,1.140842,-77.864658,176,52079,52435,BARBACOAS,PIEDRANCHA,LineString,-78.1382611994999,1.67357164647,-77.8646583337,1.14084161821
Feature,86865-52560,0.423385,-76.904734,0.806728,-77.572537,176,86865,52560,LA HORMIGA,POTOSÍ,LineString,-76.9047337531,0.423385052504,-77.5725367024,0.806728430743
Feature,23660-44001,8.943648,-75.44522,11.529125,-72.912271,175,23660,44001,SAHAGÚN,RIOHACHA,LineString,-75.4452198328,8.94364754969,-72.9122712548,11.5291254274
Feature,20570-47001,10.414969,-73.587006,11.225703,-74.188397,175,20570,47001,PUEBLO BELLO,SANTA MARTA,LineString,-73.5870059445,10.4149687929,-74.1883970494999,11.2257031418
Feature,54245-8001,8.510759,-73.446775,10.979459,-74.816835,175,54245,8001,EL CARMEN,BARRANQUILLA,LineString,-73.4467753988,8.51075882452,-74.8168347868,10.9794593386
Feature,23855-23570,8.257266,-76.149909,8.502656,-75.508178,175,23855,23570,VALENCIA,PUEBLO NUEVO,LineString,-76.1499090095,8.25726617383,-75.508177552,8.5026556435
Feature,20045-20011,9.705162,-73.279159,8.310121,-73.6013,175,20045,20011,BECERRIL,AGUACHICA,LineString,-73.2791587810999,9.70516249492,-73.6013004489999,8.31012096837
Feature,54313-54001,7.887563,-72.797305,7.905267,-72.505591,175,54313,54001,GRAMALOTE,CÚCUTA,LineString,-72.7973048329999,7.8875634878,-72.5055909658999,7.905267116589999
Feature,15572-68081,5.973314,-74.575054,7.067976,-73.846686,175,15572,68081,PUERTO BOYACÁ,BARRANCABERMEJA,LineString,-74.5750541384999,5.97331379455,-73.8466857443,7.06797552653
Feature,5234-5138,7.000034,-76.262974,6.749876,-76.024566,175,5234,5138,DABEIBA,CAÑASGORDAS,LineString,-76.2629740973,7.00003402647,-76.0245655731,6.74987568613
Feature,68190-5579,6.315266,-73.950919,6.490067,-74.404636,175,68190,5579,CIMITARRA,PUERTO BERRÍO,LineString,-73.9509191398999,6.31526561795,-74.4046363089999,6.49006653909
Feature,17541-17174,5.384608,-75.159238,4.985518,-75.606385,175,17541,17174,PENSILVANIA,CHINCHINÁ,LineString,-75.15923798,5.38460814527,-75.6063849665,4.98551800436
Feature,73043-73411,4.627397,-75.096303,4.92332,-75.06299,175,73043,73411,ANZOÁTEGUI,LÍBANO,LineString,-75.0963028335,4.62739733217,-75.06299005100001,4.92332026847
Feature,13836-11001,10.33579,-75.415547,4.650528,-74.105972,175,13836,11001,TURBACO,"BOGOTÁ, D.C.",LineString,-75.415546909,10.3357902885,-74.105971599,4.65052840264
Feature,54001-25754,7.905267,-72.505591,4.576529,-74.215511,175,54001,25754,CÚCUTA,SOACHA,LineString,-72.5055909658999,7.90526711659,-74.2155110973999,4.57652885514
Feature,54001-76001,7.905267,-72.505591,3.417587,-76.522332,175,54001,76001,CÚCUTA,SANTIAGO DE CALI,LineString,-72.5055909658999,7.90526711659,-76.5223324663,3.417586541
Feature,50590-50577,2.941649,-73.207486,3.269408,-73.373179,175,50590,50577,PUERTO RICO,PUERTO LLERAS,LineString,-73.2074860066,2.94164927569,-73.3731786639999,3.26940842061
Feature,20238-44430,10.149132,-73.96137,11.378362,-72.241551,174,20238,44430,EL COPEY,MAICAO,LineString,-73.9613702507,10.1491321093,-72.2415513962999,11.378361874299902
