type,properties/OD_Pair,properties/OrgLat,properties/OrgLon,properties/DestLat,properties/DestLon,properties/Count,properties/Origin,properties/Dest,properties/OrgMun,properties/DestMun,geometry/type,geometry/coordinates/0/0,geometry/coordinates/0/1,geometry/coordinates/1/0,geometry/coordinates/1/1
Feature,86573-11001,-0.184973,-74.78367,4.650528,-74.105972,944,86573,11001,PUERTO LEGUÍZAMO,"BOGOTÁ, D.C.",LineString,-74.7836699475,-0.184973168284,-74.105971599,4.65052840264
Feature,52696-76109,2.450758,-77.979921,3.875474,-77.011536,942,52696,76109,ISCUANDÉ,BUENAVENTURA,LineString,-77.9799207923999,2.45075822471,-77.0115358955,3.87547430591
Feature,5040-5895,7.078008,-75.1484,7.48815,-74.867962,940,5040,5895,ANORÍ,ZARAGOZA,LineString,-75.1483999003999,7.07800833324,-74.8679617402,7.48814967207
Feature,70233-70215,9.107152,-75.194046,9.320684,-75.292023,939,70233,70215,EL ROBLE,COROZAL,LineString,-75.1940457847999,9.10715240527,-75.2920234071,9.32068414476
Feature,76109-63001,3.875474,-77.011536,4.538105,-75.680004,937,76109,63001,BUENAVENTURA,ARMENIA,LineString,-77.0115358955,3.87547430591,-75.6800036165,4.53810471888
Feature,47058-20001,9.847372,-74.236216,10.461893,-73.258517,936,47058,20001,EL DIFICIL,VALLEDUPAR,LineString,-74.2362155595999,9.84737240105999,-73.2585170443999,10.4618933985
Feature,27361-76001,5.153351,-76.686002,3.417587,-76.522332,935,27361,76001,ISTMINA,SANTIAGO DE CALI,LineString,-76.6860015417999,5.15335100307,-76.5223324663,3.417586541
Feature,27073-11001,5.411715,-76.41596,4.650528,-74.105972,934,27073,11001,BAGADÓ,"BOGOTÁ, D.C.",LineString,-76.415960274,5.41171542089,-74.105971599,4.65052840264
Feature,70708-70001,8.66209,-75.128878,9.300455,-75.395996,932,70708,70001,SAN MARCOS,SINCELEJO,LineString,-75.128877856,8.66208972309999,-75.3959960643999,9.30045521524
Feature,68101-68190,5.98687,-73.770912,6.315266,-73.950919,932,68101,68190,BOLÍVAR,CIMITARRA,LineString,-73.7709122012,5.98686979148,-73.9509191398999,6.31526561795
Feature,70771-70110,8.813573,-74.722067,9.319656,-74.973528,930,70771,70110,SUCRE,BUENAVISTA,LineString,-74.7220666384999,8.81357257884,-74.973527847,9.31965614286
Feature,70124-70001,8.789025,-75.116089,9.300455,-75.395996,926,70124,70001,CAIMITO,SINCELEJO,LineString,-75.1160890758,8.78902510272,-75.3959960643999,9.30045521524
Feature,86571-86885,0.963536,-76.408022,1.030863,-76.614658,926,86571,86885,PUERTO GUZMÁN,VILLAGARZÓN,LineString,-76.408021749,0.963535947743,-76.6146582665,1.03086306414
Feature,20443-20001,10.390748,-73.028834,10.461893,-73.258517,924,20443,20001,MANAURE BALCÓN DEL CESAR,VALLEDUPAR,LineString,-73.0288341011,10.3907483154,-73.2585170443999,10.4618933985
Feature,47605-47551,10.701847,-74.716545,10.461344,-74.615396,923,47605,47551,REMOLINO,PIVIJAY,LineString,-74.7165449360999,10.7018473845,-74.6153957047,10.4613440093999
Feature,17541-5001,5.384608,-75.159238,6.248941,-75.577056,923,17541,5001,PENSILVANIA,MEDELLÍN,LineString,-75.15923798,5.38460814527,-75.5770556256999,6.24894080931
Feature,41206-11001,3.376525,-74.802895,4.650528,-74.105972,922,41206,11001,COLOMBIA,"BOGOTÁ, D.C.",LineString,-74.8028951614,3.37652482137,-74.105971599,4.65052840264
Feature,5467-5001,5.946564,-75.523754,6.248941,-75.577056,921,5467,5001,MONTEBELLO,MEDELLÍN,LineString,-75.5237539337999,5.94656365897,-75.5770556256999,6.24894080931
Feature,50573-50001,4.092854,-72.95586,4.122958,-73.626878,921,50573,50001,PUERTO LÓPEZ,VILLAVICENCIO,LineString,-72.9558599990999,4.09285369741,-73.626877897,4.12295758045
Feature,5837-8001,8.094097,-76.726432,10.979459,-74.816835,920,5837,8001,TURBO,BARRANQUILLA,LineString,-76.7264318309999,8.09409673761,-74.8168347868,10.9794593386
Feature,20001-68001,10.461893,-73.258517,7.115901,-73.132537,920,20001,68001,VALLEDUPAR,BUCARAMANGA,LineString,-73.2585170443999,10.4618933985,-73.1325367610999,7.1159014435
Feature,76109-76892,3.875474,-77.011536,3.540269,-76.497639,918,76109,76892,BUENAVENTURA,YUMBO,LineString,-77.0115358955,3.87547430591,-76.4976391486,3.54026902541
Feature,13001-8758,10.398816,-75.501229,10.90618,-74.793567,917,13001,8758,CARTAGENA DE INDIAS,SOLEDAD,LineString,-75.5012292161,10.3988164843999,-74.7935670006999,10.9061797919
Feature,19807-76001,2.352227,-76.682831,3.417587,-76.522332,917,19807,76001,TIMBÍO,SANTIAGO DE CALI,LineString,-76.6828312604999,2.35222748472,-76.5223324663,3.417586541
Feature,86865-19001,0.423385,-76.904734,2.447699,-76.624469,917,86865,19001,LA HORMIGA,POPAYÁN,LineString,-76.9047337531,0.423385052504,-76.62446903320001,2.4476985537
Feature,20228-47001,9.201044,-73.541775,11.225703,-74.188397,916,20228,47001,CURUMANÍ,SANTA MARTA,LineString,-73.5417746536,9.20104392798,-74.1883970494999,11.2257031418
Feature,81591-81001,6.279863,-71.103069,7.077995,-70.761888,914,81591,81001,PUERTO RONDÓN,ARAUCA,LineString,-71.10306943,6.27986338558,-70.7618882371999,7.07799540519
Feature,5313-11001,6.141374,-75.187973,4.650528,-74.105972,912,5313,11001,GRANADA,"BOGOTÁ, D.C.",LineString,-75.1879726737,6.1413743323,-74.105971599,4.65052840264
Feature,52835-52786,1.761334,-78.781544,1.570128,-77.280728,910,52835,52786,TUMACO,TAMINANGO,LineString,-78.7815440444999,1.76133367771,-77.2807279183,1.57012763757
Feature,47205-8001,10.257425,-74.833653,10.979459,-74.816835,908,47205,8001,CONCORDIA,BARRANQUILLA,LineString,-74.8336533421,10.2574247681,-74.8168347868,10.9794593386
Feature,76834-76001,4.085358,-76.197176,3.417587,-76.522332,907,76834,76001,TULUÁ,SANTIAGO DE CALI,LineString,-76.1971756039,4.08535846449,-76.5223324663,3.417586541
Feature,23580-70001,7.889279,-75.672022,9.300455,-75.395996,906,23580,70001,PUERTO LIBERTADOR,SINCELEJO,LineString,-75.672022287,7.88927921392,-75.3959960643999,9.30045521524
Feature,5579-68081,6.490067,-74.404636,7.067976,-73.846686,905,5579,68081,PUERTO BERRÍO,BARRANCABERMEJA,LineString,-74.4046363089999,6.49006653909,-73.8466857443,7.06797552653
Feature,85279-85015,5.229148,-72.760907,5.214106,-72.869918,904,85279,85015,RECETOR,CHÁMEZA,LineString,-72.7609072186999,5.22914827737,-72.8699181543999,5.21410631329
Feature,13667-11001,8.936986,-74.037768,4.650528,-74.105972,903,13667,11001,SAN MARTÍN DE LOBA,"BOGOTÁ, D.C.",LineString,-74.0377681052,8.93698591846,-74.105971599,4.65052840264
Feature,27001-25754,5.692349,-76.651125,4.576529,-74.215511,903,27001,25754,SAN FRANCISCO DE QUIBDO,SOACHA,LineString,-76.6511246326,5.69234946496,-74.2155110973999,4.57652885514
Feature,5895-5154,7.48815,-74.867962,7.97776,-75.198514,901,5895,5154,ZARAGOZA,CAUCASIA,LineString,-74.8679617402,7.48814967207,-75.1985143434999,7.977760369959999
Feature,70001-11001,9.300455,-75.395996,4.650528,-74.105972,901,70001,11001,SINCELEJO,"BOGOTÁ, D.C.",LineString,-75.3959960643999,9.30045521524,-74.105971599,4.65052840264
Feature,47745-47001,10.780738,-74.723105,11.225703,-74.188397,900,47745,47001,SITIONUEVO,SANTA MARTA,LineString,-74.7231050771,10.7807379069,-74.1883970494999,11.2257031418
Feature,5172-27006,7.666156,-76.681565,8.51095,-77.278618,896,5172,27006,CHIGORODÓ,ACANDÍ,LineString,-76.6815647245,7.6661564496,-77.2786180632,8.51094989588
Feature,54003-54498,8.081204,-73.221417,8.246666,-73.355196,895,54003,54498,ÁBREGO,OCAÑA,LineString,-73.2214174328999,8.08120418398,-73.3551957157999,8.24666636475
Feature,5480-23001,7.243963,-76.436705,8.746423,-75.876635,894,5480,23001,MUTATÁ,MONTERÍA,LineString,-76.4367046954999,7.24396317282,-75.8766346495,8.74642258289999
Feature,86865-11001,0.423385,-76.904734,4.650528,-74.105972,894,86865,11001,LA HORMIGA,"BOGOTÁ, D.C.",LineString,-76.9047337531,0.423385052504,-74.105971599,4.65052840264
Feature,52427-52835,1.766124,-78.184304,1.761334,-78.781544,894,52427,52835,PAYÁN,TUMACO,LineString,-78.1843036765999,1.76612352664,-78.7815440444999,1.76133367771
Feature,27787-66572,5.265426,-76.554776,5.222091,-76.030799,891,27787,66572,TADÓ,PUEBLO RICO,LineString,-76.5547763051999,5.2654259932,-76.0307989103,5.22209118924
Feature,13244-47555,9.718034,-75.121139,9.793403,-74.783645,889,13244,47555,EL CARMEN DE BOLÍVAR,PLATO,LineString,-75.1211388326999,9.71803422097,-74.7836448308,9.79340260606
Feature,5091-5001,5.749214,-75.981769,6.248941,-75.577056,889,5091,5001,BETANIA,MEDELLÍN,LineString,-75.9817693682,5.74921425894,-75.5770556256999,6.24894080931
Feature,13074-13430,8.946019,-74.106215,9.241367,-74.755668,887,13074,13430,BARRANCO DE LOBA,MAGANGUÉ,LineString,-74.1062146385,8.94601851328,-74.7556678557999,9.24136746688
Feature,70508-8758,9.525986,-75.228808,10.90618,-74.793567,886,70508,8758,OVEJAS,SOLEDAD,LineString,-75.2288076868999,9.52598596404999,-74.7935670006999,10.9061797919
Feature,23001-13001,8.746423,-75.876635,10.398816,-75.501229,886,23001,13001,MONTERÍA,CARTAGENA DE INDIAS,LineString,-75.8766346495,8.74642258289999,-75.5012292161,10.3988164843999
Feature,20011-54001,8.310121,-73.6013,7.905267,-72.505591,886,20011,54001,AGUACHICA,CÚCUTA,LineString,-73.6013004489999,8.31012096837,-72.5055909658999,7.905267116589999
Feature,23417-13001,9.240368,-75.81689,10.398816,-75.501229,883,23417,13001,SANTA CRUZ DE LORICA,CARTAGENA DE INDIAS,LineString,-75.8168895443999,9.24036809979,-75.5012292161,10.3988164843999
Feature,18592-41551,1.910181,-75.157857,1.853056,-76.049263,882,18592,41551,PUERTO RICO,PITALITO,LineString,-75.1578569902,1.91018145606,-76.0492634224,1.85305558984
Feature,86865-41551,0.423385,-76.904734,1.853056,-76.049263,882,86865,41551,LA HORMIGA,PITALITO,LineString,-76.9047337531,0.423385052504,-76.0492634224,1.85305558984
Feature,13430-70001,9.241367,-74.755668,9.300455,-75.395996,881,13430,70001,MAGANGUÉ,SINCELEJO,LineString,-74.7556678557999,9.24136746688,-75.3959960643999,9.30045521524
Feature,86568-41551,0.504219,-76.497837,1.853056,-76.049263,881,86568,41551,PUERTO ASÍS,PITALITO,LineString,-76.4978366717,0.504218750718,-76.0492634224,1.85305558984
Feature,68235-68001,6.697927,-73.511756,7.115901,-73.132537,880,68235,68001,EL CARMEN DE CHUCURÍ,BUCARAMANGA,LineString,-73.5117560669999,6.69792717731,-73.1325367610999,7.1159014435
Feature,86865-76001,0.423385,-76.904734,3.417587,-76.522332,878,86865,76001,LA HORMIGA,SANTIAGO DE CALI,LineString,-76.9047337531,0.423385052504,-76.5223324663,3.417586541
Feature,52540-19001,1.627892,-77.460433,2.447699,-76.624469,878,52540,19001,POLICARPA,POPAYÁN,LineString,-77.4604333055,1.62789177867,-76.62446903320001,2.4476985537
Feature,13670-11001,7.477475,-73.924558,4.650528,-74.105972,877,13670,11001,SAN PABLO,"BOGOTÁ, D.C.",LineString,-73.9245578327,7.47747543639,-74.105971599,4.65052840264
Feature,19001-76001,2.447699,-76.624469,3.417587,-76.522332,877,19001,76001,POPAYÁN,SANTIAGO DE CALI,LineString,-76.6244690332,2.4476985537,-76.5223324663,3.417586541
Feature,76616-76834,4.156939,-76.2886,4.085358,-76.197176,875,76616,76834,RIOFRÍO,TULUÁ,LineString,-76.2886002072999,4.15693948968,-76.19717560390002,4.08535846449
Feature,18205-41001,1.033655,-75.920355,2.935546,-75.277946,875,18205,41001,CURILLO,NEIVA,LineString,-75.9203547686999,1.03365529497,-75.27794586940001,2.93554559249
Feature,81001-54001,7.077995,-70.761888,7.905267,-72.505591,874,81001,54001,ARAUCA,CÚCUTA,LineString,-70.7618882371999,7.07799540519,-72.5055909658999,7.905267116589999
Feature,66594-66170,5.340975,-75.730644,4.826246,-75.680286,874,66594,66170,QUINCHÍA,DOSQUEBRADAS,LineString,-75.730644161,5.34097451908,-75.6802864094999,4.82624626731
Feature,13430-11001,9.241367,-74.755668,4.650528,-74.105972,874,13430,11001,MAGANGUÉ,"BOGOTÁ, D.C.",LineString,-74.7556678557999,9.24136746688,-74.105971599,4.65052840264
Feature,20383-20011,8.618015,-73.801111,8.310121,-73.6013,872,20383,20011,LA GLORIA,AGUACHICA,LineString,-73.8011114104999,8.61801512911,-73.6013004489999,8.31012096837
Feature,25438-50226,4.508018,-73.350131,4.268785,-73.486143,872,25438,50226,MEDINA,CUMARAL,LineString,-73.3501305366,4.50801771299,-73.4861430420999,4.268784669080001
Feature,5045-27001,7.882717,-76.626186,5.692349,-76.651125,870,5045,27001,APARTADÓ,SAN FRANCISCO DE QUIBDO,LineString,-76.6261859722999,7.88271669619,-76.6511246326,5.69234946496
Feature,47288-44001,10.514851,-74.191555,11.529125,-72.912271,869,47288,44001,FUNDACIÓN,RIOHACHA,LineString,-74.1915550126999,10.5148511979,-72.9122712548,11.5291254274
Feature,27800-70001,8.043633,-77.093229,9.300455,-75.395996,869,27800,70001,UNGUÍA,SINCELEJO,LineString,-77.0932294834999,8.04363271513,-75.3959960643999,9.30045521524
Feature,5873-5837,6.588794,-76.896348,8.094097,-76.726432,869,5873,5837,VIGÍA DEL FUERTE,TURBO,LineString,-76.8963475885999,6.58879411254,-76.7264318309999,8.09409673761
Feature,70265-13430,8.469048,-74.536415,9.241367,-74.755668,868,70265,13430,GUARANDA,MAGANGUÉ,LineString,-74.5364152941999,8.46904787507999,-74.7556678557999,9.24136746688
Feature,13458-70001,8.29332,-74.475802,9.300455,-75.395996,867,13458,70001,MONTECRISTO,SINCELEJO,LineString,-74.4758024507,8.29331961005,-75.3959960643999,9.30045521524
Feature,76364-11001,3.262997,-76.540231,4.650528,-74.105972,866,76364,11001,JAMUNDÍ,"BOGOTÁ, D.C.",LineString,-76.5402305374,3.26299651392,-74.105971599,4.65052840264
Feature,5313-8001,6.141374,-75.187973,10.979459,-74.816835,865,5313,8001,GRANADA,BARRANQUILLA,LineString,-75.1879726737,6.1413743323,-74.8168347868,10.9794593386
Feature,68655-68307,7.39278,-73.4979,7.071761,-73.168255,865,68655,68307,SABANA DE TORRES,GIRÓN,LineString,-73.49789995,7.39277967295,-73.16825490019991,7.07176114996
Feature,44430-20001,11.378362,-72.241551,10.461893,-73.258517,864,44430,20001,MAICAO,VALLEDUPAR,LineString,-72.2415513962999,11.3783618742999,-73.2585170443999,10.4618933985
Feature,41298-41001,2.195653,-75.626738,2.935546,-75.277946,864,41298,41001,GARZÓN,NEIVA,LineString,-75.62673823,2.19565280168,-75.27794586940001,2.93554559249
Feature,76001-5001,3.417587,-76.522332,6.248941,-75.577056,863,76001,5001,SANTIAGO DE CALI,MEDELLÍN,LineString,-76.5223324663,3.417586541,-75.5770556256999,6.24894080931
Feature,52405-19001,1.934368,-77.306336,2.447699,-76.624469,863,52405,19001,LEIVA,POPAYÁN,LineString,-77.3063358495,1.93436756981,-76.62446903320001,2.4476985537
Feature,5837-5088,8.094097,-76.726432,6.333786,-75.554448,862,5837,5088,TURBO,BELLO,LineString,-76.7264318309999,8.09409673761,-75.5544475762,6.33378556234
Feature,27615-5147,7.433383,-77.11111,7.755117,-76.654051,861,27615,5147,RIOSUCIO,CAREPA,LineString,-77.111109838,7.43338275367,-76.6540510757999,7.755117030749999
Feature,76834-76113,4.085358,-76.197176,4.208153,-76.157715,859,76834,76113,TULUÁ,BUGALAGRANDE,LineString,-76.1971756039,4.08535846449,-76.1577152068999,4.20815303935
Feature,47675-8001,10.49004,-74.793144,10.979459,-74.816835,858,47675,8001,SALAMINA,BARRANQUILLA,LineString,-74.7931440970999,10.4900398021,-74.8168347868,10.9794593386
Feature,5790-5887,7.581611,-75.399711,6.96558,-75.419598,854,5790,5887,TARAZÁ,YARUMAL,LineString,-75.3997109965,7.58161135294,-75.4195984061999,6.96557969998
Feature,41357-41001,2.650001,-75.635042,2.935546,-75.277946,853,41357,41001,ÍQUIRA,NEIVA,LineString,-75.6350419179999,2.65000134517,-75.27794586940001,2.93554559249
Feature,5490-5147,8.426025,-76.787621,7.755117,-76.654051,852,5490,5147,NECOCLÍ,CAREPA,LineString,-76.7876212535,8.42602528083999,-76.6540510757999,7.755117030749999
Feature,13688-11001,7.963479,-74.050599,4.650528,-74.105972,851,13688,11001,SANTA ROSA DEL SUR,"BOGOTÁ, D.C.",LineString,-74.0505988631999,7.96347880175,-74.105971599,4.65052840264
Feature,86865-86749,0.423385,-76.904734,1.203158,-76.920995,849,86865,86749,LA HORMIGA,SIBUNDOY,LineString,-76.9047337531,0.423385052504,-76.9209951088,1.20315837253
Feature,63302-63001,4.207746,-75.789556,4.538105,-75.680004,848,63302,63001,GÉNOVA,ARMENIA,LineString,-75.7895561044999,4.20774566196,-75.6800036165,4.53810471888
Feature,5347-5001,6.206033,-75.734786,6.248941,-75.577056,847,5347,5001,HELICONIA,MEDELLÍN,LineString,-75.7347859901999,6.20603288355,-75.5770556256999,6.24894080931
Feature,5649-76001,6.187976,-74.993002,3.417587,-76.522332,846,5649,76001,SAN CARLOS,SANTIAGO DE CALI,LineString,-74.9930024004,6.18797640745,-76.5223324663,3.417586541
Feature,20238-8758,10.149132,-73.96137,10.90618,-74.793567,845,20238,8758,EL COPEY,SOLEDAD,LineString,-73.9613702507,10.1491321093,-74.7935670006999,10.9061797919
Feature,23670-70001,9.14522,-75.508698,9.300455,-75.395996,845,23670,70001,SAN ANDRÉS DE SOTAVENTO,SINCELEJO,LineString,-75.5086979719999,9.14522007956,-75.3959960643999,9.30045521524
Feature,25580-11001,4.68188,-74.714223,4.650528,-74.105972,843,25580,11001,PULÍ,"BOGOTÁ, D.C.",LineString,-74.7142232833,4.68187970409,-74.105971599,4.65052840264
Feature,27430-5001,5.050932,-77.052376,6.248941,-75.577056,842,27430,5001,PUERTO MELUK,MEDELLÍN,LineString,-77.0523761409999,5.05093165656,-75.5770556256999,6.24894080931
Feature,23001-70001,8.746423,-75.876635,9.300455,-75.395996,841,23001,70001,MONTERÍA,SINCELEJO,LineString,-75.8766346495,8.74642258289999,-75.3959960643999,9.30045521524
Feature,23855-5001,8.257266,-76.149909,6.248941,-75.577056,841,23855,5001,VALENCIA,MEDELLÍN,LineString,-76.1499090095,8.25726617383,-75.5770556256999,6.24894080931
Feature,27615-27800,7.433383,-77.11111,8.043633,-77.093229,837,27615,27800,RIOSUCIO,UNGUÍA,LineString,-77.111109838,7.43338275367,-77.0932294834999,8.04363271513
Feature,5756-5376,5.712788,-75.310302,6.029799,-75.427977,837,5756,5376,SONSÓN,LA CEJA,LineString,-75.3103024361,5.71278805385,-75.4279773842,6.02979948609
Feature,47170-47555,10.028009,-74.620928,9.793403,-74.783645,836,47170,47555,CHIVOLO,PLATO,LineString,-74.6209275007,10.0280091848,-74.7836448308,9.79340260606
Feature,70523-70001,9.333144,-75.54117,9.300455,-75.395996,836,70523,70001,PALMITO,SINCELEJO,LineString,-75.5411703966999,9.33314405742999,-75.3959960643999,9.30045521524
Feature,27006-13001,8.51095,-77.278618,10.398816,-75.501229,835,27006,13001,ACANDÍ,CARTAGENA DE INDIAS,LineString,-77.2786180632,8.51094989588,-75.5012292161,10.3988164843999
Feature,76520-11001,3.532937,-76.298216,4.650528,-74.105972,835,76520,11001,PALMIRA,"BOGOTÁ, D.C.",LineString,-76.2982156805999,3.53293709282,-74.105971599,4.65052840264
Feature,50450-11001,2.623792,-72.7571,4.650528,-74.105972,835,50450,11001,PUERTO CONCORDIA,"BOGOTÁ, D.C.",LineString,-72.7571004624,2.62379154216,-74.105971599,4.65052840264
Feature,13688-13683,7.963479,-74.050599,10.445473,-75.369102,834,13688,13683,SANTA ROSA DEL SUR,SANTA ROSA DE LIMA,LineString,-74.0505988631999,7.96347880175,-75.3691024297999,10.445472719
Feature,76109-76520,3.875474,-77.011536,3.532937,-76.298216,833,76109,76520,BUENAVENTURA,PALMIRA,LineString,-77.0115358955,3.87547430591,-76.2982156805999,3.53293709282
Feature,70508-13244,9.525986,-75.228808,9.718034,-75.121139,831,70508,13244,OVEJAS,EL CARMEN DE BOLÍVAR,LineString,-75.2288076868999,9.52598596404999,-75.1211388326999,9.71803422097
Feature,5847-5088,6.314001,-76.13224,6.333786,-75.554448,830,5847,5088,URRAO,BELLO,LineString,-76.1322404659999,6.31400117613,-75.5544475762,6.33378556234
Feature,50573-11001,4.092854,-72.95586,4.650528,-74.105972,830,50573,11001,PUERTO LÓPEZ,"BOGOTÁ, D.C.",LineString,-72.9558599990999,4.09285369741,-74.105971599,4.65052840264
Feature,18150-73001,1.334347,-74.84462,4.439631,-75.19635,829,18150,73001,CARTAGENA DEL CHAIRÁ,IBAGUÉ,LineString,-74.844619613,1.33434675057,-75.1963501464999,4.43963072518
Feature,20770-68001,8.004398,-73.512983,7.115901,-73.132537,827,20770,68001,SAN MARTÍN,BUCARAMANGA,LineString,-73.5129832755,8.00439772048,-73.1325367610999,7.1159014435
Feature,5425-5001,6.553466,-74.787902,6.248941,-75.577056,827,5425,5001,MACEO,MEDELLÍN,LineString,-74.7879020704999,6.55346553782,-75.5770556256999,6.24894080931
Feature,18756-86573,0.699161,-75.253344,-0.184973,-74.78367,826,18756,86573,SOLANO,PUERTO LEGUÍZAMO,LineString,-75.2533438974,0.699161193491,-74.7836699475,-0.184973168284
Feature,44874-44001,10.609113,-72.978728,11.529125,-72.912271,825,44874,44001,VILLANUEVA,RIOHACHA,LineString,-72.9787277475,10.6091127925,-72.9122712548,11.5291254274
Feature,13670-68307,7.477475,-73.924558,7.071761,-73.168255,825,13670,68307,SAN PABLO,GIRÓN,LineString,-73.9245578327,7.47747543639,-73.16825490019991,7.07176114996
Feature,27615-11001,7.433383,-77.11111,4.650528,-74.105972,825,27615,11001,RIOSUCIO,"BOGOTÁ, D.C.",LineString,-77.111109838,7.43338275367,-74.105971599,4.65052840264
Feature,85010-85001,5.169985,-72.552585,5.332228,-72.393994,824,85010,85001,AGUAZUL,YOPAL,LineString,-72.5525853377999,5.16998543068,-72.3939942485999,5.33222810526
Feature,41551-41001,1.853056,-76.049263,2.935546,-75.277946,824,41551,41001,PITALITO,NEIVA,LineString,-76.0492634224,1.85305558984,-75.27794586940001,2.93554559249
Feature,5051-5659,8.850602,-76.426683,8.759491,-76.52889,822,5051,5659,ARBOLETES,SAN JUAN DE URABÁ,LineString,-76.4266834249999,8.85060188203999,-76.5288897939999,8.75949060552
Feature,27099-5837,6.569004,-76.895089,8.094097,-76.726432,821,27099,5837,BELLAVISTA,TURBO,LineString,-76.8950894319,6.56900387061,-76.7264318309999,8.09409673761
Feature,27491-66001,4.956095,-76.607069,4.807002,-75.718267,819,27491,66001,NÓVITA,PEREIRA,LineString,-76.6070694538999,4.95609452722,-75.7182670472,4.80700196952
Feature,5659-13001,8.759491,-76.52889,10.398816,-75.501229,818,5659,13001,SAN JUAN DE URABÁ,CARTAGENA DE INDIAS,LineString,-76.5288897939999,8.75949060552,-75.5012292161,10.3988164843999
Feature,13670-68276,7.477475,-73.924558,7.074187,-73.097661,818,13670,68276,SAN PABLO,FLORIDABLANCA,LineString,-73.9245578327,7.47747543639,-73.0976614006,7.074187481910001
Feature,52835-86568,1.761334,-78.781544,0.504219,-76.497837,817,52835,86568,TUMACO,PUERTO ASÍS,LineString,-78.7815440444999,1.76133367771,-76.4978366717,0.504218750718
Feature,47170-8758,10.028009,-74.620928,10.90618,-74.793567,816,47170,8758,CHIVOLO,SOLEDAD,LineString,-74.6209275007,10.0280091848,-74.7935670006999,10.9061797919
Feature,70204-70215,9.490997,-75.356088,9.320684,-75.292023,816,70204,70215,RICAURTE (COLOSO),COROZAL,LineString,-75.3560877468,9.49099729992999,-75.2920234071,9.32068414476
Feature,70713-8001,9.736821,-75.525562,10.979459,-74.816835,814,70713,8001,SAN ONOFRE,BARRANQUILLA,LineString,-75.5255622913,9.73682100005,-74.8168347868,10.9794593386
Feature,13744-20011,7.95522,-73.946366,8.310121,-73.6013,814,13744,20011,SIMITÍ,AGUACHICA,LineString,-73.9463661064999,7.95522013541,-73.6013004489999,8.31012096837
Feature,5854-5887,7.163138,-75.439712,6.96558,-75.419598,814,5854,5887,VALDIVIA,YARUMAL,LineString,-75.4397119152999,7.1631376806,-75.4195984061999,6.96557969998
Feature,27800-5001,8.043633,-77.093229,6.248941,-75.577056,814,27800,5001,UNGUÍA,MEDELLÍN,LineString,-77.0932294834999,8.04363271513,-75.5770556256999,6.24894080931
Feature,5756-5055,5.712788,-75.310302,5.731561,-75.142716,814,5756,5055,SONSÓN,ARGELIA,LineString,-75.3103024361,5.71278805385,-75.1427155905,5.7315608939
Feature,5790-5154,7.581611,-75.399711,7.97776,-75.198514,813,5790,5154,TARAZÁ,CAUCASIA,LineString,-75.3997109965,7.58161135294,-75.1985143434999,7.977760369959999
Feature,86320-52215,0.67602,-76.88021,0.853666,-77.518069,813,86320,52215,ORITO,CÓRDOBA,LineString,-76.8802098559999,0.676020477276,-77.51806895,0.853665965803
Feature,73270-11001,5.120992,-74.949216,4.650528,-74.105972,812,73270,11001,FALAN,"BOGOTÁ, D.C.",LineString,-74.9492157082,5.1209917333,-74.105971599,4.65052840264
Feature,68081-13001,7.067976,-73.846686,10.398816,-75.501229,811,68081,13001,BARRANCABERMEJA,CARTAGENA DE INDIAS,LineString,-73.8466857443,7.06797552653,-75.5012292161,10.3988164843999
Feature,18860-11001,1.197615,-75.705366,4.650528,-74.105972,808,18860,11001,VALPARAÍSO,"BOGOTÁ, D.C.",LineString,-75.7053662849999,1.19761525181,-74.105971599,4.65052840264
Feature,86001-11001,1.151519,-76.650874,4.650528,-74.105972,807,86001,11001,MOCOA,"BOGOTÁ, D.C.",LineString,-76.6508743094999,1.15151944879,-74.105971599,4.65052840264
Feature,41006-41001,1.80553,-75.888435,2.935546,-75.277946,807,41006,41001,ACEVEDO,NEIVA,LineString,-75.8884353624,1.80552986544,-75.27794586940001,2.93554559249
Feature,81736-68276,6.953878,-71.873949,7.074187,-73.097661,806,81736,68276,SARAVENA,FLORIDABLANCA,LineString,-71.8739494778999,6.95387794055,-73.0976614006,7.074187481910001
Feature,41799-11001,3.067428,-75.139235,4.650528,-74.105972,806,41799,11001,TELLO,"BOGOTÁ, D.C.",LineString,-75.1392351016999,3.06742822972,-74.105971599,4.65052840264
Feature,5665-5001,8.278064,-76.382562,6.248941,-75.577056,805,5665,5001,SAN PEDRO DE URABÁ,MEDELLÍN,LineString,-76.3825621281999,8.27806430725999,-75.5770556256999,6.24894080931
Feature,5885-5001,6.668253,-74.841175,6.248941,-75.577056,805,5885,5001,YALÍ,MEDELLÍN,LineString,-74.8411747571999,6.66825258066,-75.5770556256999,6.24894080931
Feature,13683-11001,10.445473,-75.369102,4.650528,-74.105972,805,13683,11001,SANTA ROSA DE LIMA,"BOGOTÁ, D.C.",LineString,-75.3691024297999,10.445472719,-74.105971599,4.65052840264
Feature,5001-70001,6.248941,-75.577056,9.300455,-75.395996,804,5001,70001,MEDELLÍN,SINCELEJO,LineString,-75.5770556256999,6.24894080931,-75.3959960643999,9.30045521524
Feature,25290-11001,4.337748,-74.366368,4.650528,-74.105972,804,25290,11001,FUSAGASUGÁ,"BOGOTÁ, D.C.",LineString,-74.3663679706999,4.3377481407,-74.105971599,4.65052840264
