Origin_ID;Origin_NAME;Origin_LAT;Origin_LNG;Destin_ID;Destin_NAME;Destin_LAT;Destin_LNG;Count;;;;;
73217;COYAIMA;3.798477;-75.194142;25754;SOACHA;4.576529;-74.215511;1273;;;;;
23807;TIERRALTA;8.172247;-76.062317;23555;PLANETA RICA;8.409121;-75.584097;1272;;;;;
20013;AGUSTÍN CODAZZI;10.040365;-73.237431;44001;RIOHACHA;11.529125;-72.912271;1271;;;;;
70233;EL ROBLE;9.107152;-75.194046;70001;SINCELEJO;9.300455;-75.395996;1271;;;;;
73585;PURIFICACIÓN;3.858254;-74.930858;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1271;;;;;
50577;PUERTO LLERAS;3.269408;-73.373179;50313;GRANADA;3.544871;-73.706271;1270;;;;;
13074;BARRANCO DE LOBA;8.946019;-74.106215;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1266;;;;;
5361;ITUANGO;7.171623;-75.764167;5088;BELLO;6.333786;-75.554448;1264;;;;;
5154;CAUCASIA;7.97776;-75.198514;70001;SINCELEJO;9.300455;-75.395996;1263;;;;;
47189;CIÉNAGA;11.007433;-74.241368;44001;RIOHACHA;11.529125;-72.912271;1261;;;;;
19698;SANTANDER DE QUILICHAO;3.011288;-76.485346;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1261;;;;;
76113;BUGALAGRANDE;4.208153;-76.157715;76834;TULUÁ;4.085358;-76.197176;1259;;;;;
20250;EL PASO;9.661878;-73.746454;20001;VALLEDUPAR;10.461893;-73.258517;1257;;;;;
18479;MORELIA;1.487622;-75.724541;18001;FLORENCIA;1.617334;-75.60689;1255;;;;;
68575;PUERTO WILCHES;7.349374;-73.898129;68081;BARRANCABERMEJA;7.067976;-73.846686;1253;;;;;
20013;AGUSTÍN CODAZZI;10.040365;-73.237431;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1249;;;;;
25754;SOACHA;4.576529;-74.215511;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1246;;;;;
5495;NECHÍ;8.088078;-74.776799;5154;CAUCASIA;7.97776;-75.198514;1245;;;;;
20621;ROBLES;10.386468;-73.172691;20750;SAN DIEGO;10.333693;-73.180729;1241;;;;;
54245;EL CARMEN;8.510759;-73.446775;54498;OCAÑA;8.246666;-73.355196;1241;;;;;
19318;GUAPÍ;2.570692;-77.885683;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1241;;;;;
86320;ORITO;0.67602;-76.88021;76001;SANTIAGO DE CALI;3.417587;-76.522332;1240;;;;;
20750;SAN DIEGO;10.333693;-73.180729;20013;AGUSTÍN CODAZZI;10.040365;-73.237431;1239;;;;;
86571;PUERTO GUZMÁN;0.963536;-76.408022;18785;SOLITA;0.872398;-75.620131;1238;;;;;
47258;EL PIÑÓN;10.403111;-74.823231;47001;SANTA MARTA;11.225703;-74.188397;1236;;;;;
95015;CALAMAR;1.958586;-72.65496;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1230;;;;;
95001;SAN JOSÉ DEL GUAVIARE;2.567205;-72.63969;50006;ACACÍAS;3.991014;-73.765602;1229;;;;;
5250;EL BAGRE;7.592955;-74.80471;23001;MONTERÍA;8.746423;-75.876635;1226;;;;;
20011;AGUACHICA;8.310121;-73.6013;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1226;;;;;
5665;SAN PEDRO DE URABÁ;8.278064;-76.382562;23855;VALENCIA;8.257266;-76.149909;1225;;;;;
19050;ARGELIA;2.25555;-77.249075;52786;TAMINANGO;1.570128;-77.280728;1224;;;;;
54385;LA ESPERANZA;7.639493;-73.327434;68001;BUCARAMANGA;7.115901;-73.132537;1221;;;;;
13001;CARTAGENA DE INDIAS;10.398816;-75.501229;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1220;;;;;
5690;SANTO DOMINGO;6.472525;-75.165171;5001;MEDELLÍN;6.248941;-75.577056;1219;;;;;
76109;BUENAVENTURA;3.875474;-77.011536;76834;TULUÁ;4.085358;-76.197176;1219;;;;;
47960;PUNTA DE PIEDRAS;10.169357;-74.71712;8001;BARRANQUILLA;10.979459;-74.816835;1218;;;;;
99773;CUMARIBO;4.444488;-69.798543;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1213;;;;;
86568;PUERTO ASÍS;0.504219;-76.497837;52786;TAMINANGO;1.570128;-77.280728;1213;;;;;
19585;COCONUCO;2.342595;-76.496918;19001;POPAYÁN;2.447699;-76.624469;1208;;;;;
47555;PLATO;9.793403;-74.783645;13001;CARTAGENA DE INDIAS;10.398816;-75.501229;1205;;;;;
68001;BUCARAMANGA;7.115901;-73.132537;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1205;;;;;
95025;EL RETORNO;2.330797;-72.627971;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1205;;;;;
86571;PUERTO GUZMÁN;0.963536;-76.408022;18205;CURILLO;1.033655;-75.920355;1204;;;;;
73686;SANTA ISABEL;4.714068;-75.097511;73001;IBAGUÉ;4.439631;-75.19635;1196;;;;;
52540;POLICARPA;1.627892;-77.460433;76001;SANTIAGO DE CALI;3.417587;-76.522332;1193;;;;;
76109;BUENAVENTURA;3.875474;-77.011536;76233;DAGUA;3.657394;-76.689175;1192;;;;;
95015;CALAMAR;1.958586;-72.65496;95001;SAN JOSÉ DEL GUAVIARE;2.567205;-72.63969;1190;;;;;
13248;EL GUAMO;10.031082;-74.975401;8001;BARRANQUILLA;10.979459;-74.816835;1188;;;;;
73563;PRADO;3.750764;-74.927607;73001;IBAGUÉ;4.439631;-75.19635;1188;;;;;
5480;MUTATÁ;7.243963;-76.436705;5147;CAREPA;7.755117;-76.654051;1185;;;;;
86865;LA HORMIGA;0.423385;-76.904734;52356;IPIALES;0.828204;-77.646269;1185;;;;;
54261;EL ZULIA;7.937073;-72.603934;54001;CÚCUTA;7.905267;-72.505591;1184;;;;;
5647;SAN ANDRÉS DE CUERQUÍA;6.917506;-75.675468;5001;MEDELLÍN;6.248941;-75.577056;1183;;;;;
47605;REMOLINO;10.701847;-74.716545;8634;SABANAGRANDE;10.790768;-74.756849;1176;;;;;
25524;PANDI;4.191232;-74.486734;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1173;;;;;
50330;MESETAS;3.382246;-74.044366;50313;GRANADA;3.544871;-73.706271;1172;;;;;
5234;DABEIBA;7.000034;-76.262974;5045;APARTADÓ;7.882717;-76.626186;1169;;;;;
68081;BARRANCABERMEJA;7.067976;-73.846686;8001;BARRANQUILLA;10.979459;-74.816835;1167;;;;;
50683;SAN JUAN DE ARAMA;3.372283;-73.87499;50313;GRANADA;3.544871;-73.706271;1164;;;;;
86571;PUERTO GUZMÁN;0.963536;-76.408022;41551;PITALITO;1.853056;-76.049263;1164;;;;;
47541;PEDRAZA;10.187809;-74.915155;8001;BARRANQUILLA;10.979459;-74.816835;1163;;;;;
19212;CORINTO;3.174152;-76.261057;76001;SANTIAGO DE CALI;3.417587;-76.522332;1163;;;;;
52621;SAN JOSÉ;1.696987;-78.244676;52079;BARBACOAS;1.673572;-78.138261;1162;;;;;
73236;DOLORES;3.539195;-74.89681;73001;IBAGUÉ;4.439631;-75.19635;1159;;;;;
54051;ARBOLEDAS;7.642691;-72.798834;54001;CÚCUTA;7.905267;-72.505591;1158;;;;;
5660;SAN LUIS;6.042865;-74.994392;5585;PUERTO NARE;6.187705;-74.583041;1157;;;;;
5197;COCORNÁ;6.057889;-75.185613;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1157;;;;;
81794;TAME;6.457692;-71.740613;54001;CÚCUTA;7.905267;-72.505591;1154;;;;;
86885;VILLAGARZÓN;1.030863;-76.614658;52001;SAN JUAN DE PASTO;1.212839;-77.278125;1153;;;;;
13244;EL CARMEN DE BOLÍVAR;9.718034;-75.121139;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1150;;;;;
27205;CONDOTO;5.092954;-76.649348;5001;MEDELLÍN;6.248941;-75.577056;1148;;;;;
68780;SURATÁ;7.366584;-72.984484;68001;BUCARAMANGA;7.115901;-73.132537;1145;;;;;
13006;ACHÍ;8.567852;-74.555492;8001;BARRANQUILLA;10.979459;-74.816835;1140;;;;;
13458;MONTECRISTO;8.29332;-74.475802;5495;NECHÍ;8.088078;-74.776799;1140;;;;;
5154;CAUCASIA;7.97776;-75.198514;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1140;;;;;
73678;SAN LUIS;4.133014;-75.095284;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1136;;;;;
50450;PUERTO CONCORDIA;2.623792;-72.7571;95001;SAN JOSÉ DEL GUAVIARE;2.567205;-72.63969;1136;;;;;
81736;SARAVENA;6.953878;-71.873949;81001;ARAUCA;7.077995;-70.761888;1132;;;;;
5490;NECOCLÍ;8.426025;-76.787621;23419;LOS CÓRDOBAS;8.895109;-76.35471;1130;;;;;
81065;ARAUQUITA;7.029314;-71.42764;68001;BUCARAMANGA;7.115901;-73.132537;1127;;;;;
54810;TIBÚ;8.639718;-72.735919;54250;EL TARRA;8.577231;-73.094671;1126;;;;;
70235;GALERAS;9.159803;-75.049336;70001;SINCELEJO;9.300455;-75.395996;1125;;;;;
44001;RIOHACHA;11.529125;-72.912271;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1124;;;;;
25743;SILVANIA;4.38154;-74.405794;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1123;;;;;
27006;ACANDÍ;8.51095;-77.278618;5837;TURBO;8.094097;-76.726432;1122;;;;;
47053;ARACATACA;10.590848;-74.186293;8001;BARRANQUILLA;10.979459;-74.816835;1116;;;;;
5837;TURBO;8.094097;-76.726432;23855;VALENCIA;8.257266;-76.149909;1116;;;;;
5120;CÁCERES;7.576322;-75.350108;5790;TARAZÁ;7.581611;-75.399711;1116;;;;;
5736;SEGOVIA;7.07992;-74.6993;5088;BELLO;6.333786;-75.554448;1116;;;;;
76109;BUENAVENTURA;3.875474;-77.011536;5001;MEDELLÍN;6.248941;-75.577056;1116;;;;;
73686;SANTA ISABEL;4.714068;-75.097511;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1116;;;;;
52258;EL TABLÓN DE GÓMEZ;1.427293;-77.097346;52110;BUESACO;1.384763;-77.156463;1116;;;;;
70508;OVEJAS;9.525986;-75.228808;70418;LOS PALMITOS;9.380177;-75.268133;1115;;;;;
85263;PORE;5.726766;-71.992393;85001;YOPAL;5.332228;-72.393994;1115;;;;;
20011;AGUACHICA;8.310121;-73.6013;20001;VALLEDUPAR;10.461893;-73.258517;1113;;;;;
44847;URIBIA;11.714947;-72.265515;44001;RIOHACHA;11.529125;-72.912271;1111;;;;;
5147;CAREPA;7.755117;-76.654051;5172;CHIGORODÓ;7.666156;-76.681565;1109;;;;;
73124;CAJAMARCA;4.43777;-75.433796;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1108;;;;;
20383;LA GLORIA;8.618015;-73.801111;20550;PELAYA;8.687891;-73.665913;1104;;;;;
73520;PALOCABILDO;5.12048;-75.023343;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1103;;;;;
47258;EL PIÑÓN;10.403111;-74.823231;47551;PIVIJAY;10.461344;-74.615396;1102;;;;;
27077;PIZARRO;4.953515;-77.365992;76001;SANTIAGO DE CALI;3.417587;-76.522332;1102;;;;;
52835;TUMACO;1.761334;-78.781544;19001;POPAYÁN;2.447699;-76.624469;1102;;;;;
47245;EL BANCO;8.998318;-73.979392;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1101;;;;;
18205;CURILLO;1.033655;-75.920355;41551;PITALITO;1.853056;-76.049263;1099;;;;;
23807;TIERRALTA;8.172247;-76.062317;5837;TURBO;8.094097;-76.726432;1095;;;;;
73861;VENADILLO;4.714453;-74.931266;73001;IBAGUÉ;4.439631;-75.19635;1095;;;;;
54720;SARDINATA;8.084234;-72.800061;54810;TIBÚ;8.639718;-72.735919;1094;;;;;
5837;TURBO;8.094097;-76.726432;5659;SAN JUAN DE URABÁ;8.759491;-76.52889;1092;;;;;
27800;UNGUÍA;8.043633;-77.093229;5045;APARTADÓ;7.882717;-76.626186;1092;;;;;
25394;LA PALMA;5.358965;-74.390911;25473;MOSQUERA;4.712429;-74.227643;1090;;;;;
76828;TRUJILLO;4.212244;-76.31876;76834;TULUÁ;4.085358;-76.197176;1090;;;;;
47745;SITIONUEVO;10.780738;-74.723105;8634;SABANAGRANDE;10.790768;-74.756849;1089;;;;;
18753;SAN VICENTE DEL CAGUÁN;2.113418;-74.77196;41551;PITALITO;1.853056;-76.049263;1088;;;;;
13244;EL CARMEN DE BOLÍVAR;9.718034;-75.121139;8433;MALAMBO;10.857597;-74.775158;1087;;;;;
5541;PEÑOL;6.221683;-75.212372;5001;MEDELLÍN;6.248941;-75.577056;1084;;;;;
86320;ORITO;0.67602;-76.88021;52678;SAMANIEGO;1.334546;-77.594757;1083;;;;;
47980;PRADO - SEVILLA;10.763895;-74.139233;47053;ARACATACA;10.590848;-74.186293;1081;;;;;
5495;NECHÍ;8.088078;-74.776799;5001;MEDELLÍN;6.248941;-75.577056;1081;;;;;
20060;BOSCONIA;9.974372;-73.888042;47001;SANTA MARTA;11.225703;-74.188397;1080;;;;;
5234;DABEIBA;7.000034;-76.262974;5088;BELLO;6.333786;-75.554448;1080;;;;;
23419;LOS CÓRDOBAS;8.895109;-76.35471;23001;MONTERÍA;8.746423;-75.876635;1079;;;;;
5147;CAREPA;7.755117;-76.654051;23001;MONTERÍA;8.746423;-75.876635;1079;;;;;
5148;EL CARMEN DE VIBORAL;6.084972;-75.335269;5001;MEDELLÍN;6.248941;-75.577056;1079;;;;;
5197;COCORNÁ;6.057889;-75.185613;5440;MARINILLA;6.173548;-75.338078;1079;;;;;
52405;LEIVA;1.934368;-77.306336;76001;SANTIAGO DE CALI;3.417587;-76.522332;1077;;;;;
20250;EL PASO;9.661878;-73.746454;47001;SANTA MARTA;11.225703;-74.188397;1075;;;;;
5045;APARTADÓ;7.882717;-76.626186;5490;NECOCLÍ;8.426025;-76.787621;1075;;;;;
5659;SAN JUAN DE URABÁ;8.759491;-76.52889;23001;MONTERÍA;8.746423;-75.876635;1073;;;;;
54800;TEORAMA;8.437234;-73.286985;54206;CONVENCIÓN;8.469995;-73.337195;1073;;;;;
20517;PAILITAS;8.956043;-73.625399;54001;CÚCUTA;7.905267;-72.505591;1073;;;;;
27245;EL CARMEN DE ATRATO;5.898552;-76.142498;27001;SAN FRANCISCO DE QUIBDO;5.692349;-76.651125;1072;;;;;
25596;QUIPILE;4.744734;-74.533451;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1070;;;;;
27077;PIZARRO;4.953515;-77.365992;76109;BUENAVENTURA;3.875474;-77.011536;1070;;;;;
5172;CHIGORODÓ;7.666156;-76.681565;5045;APARTADÓ;7.882717;-76.626186;1069;;;;;
54810;TIBÚ;8.639718;-72.735919;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1069;;;;;
73319;GUAMO;4.029955;-74.971495;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1069;;;;;
5055;ARGELIA;5.731561;-75.142716;5756;SONSÓN;5.712788;-75.310302;1067;;;;;
27430;PUERTO MELUK;5.050932;-77.052376;27001;SAN FRANCISCO DE QUIBDO;5.692349;-76.651125;1066;;;;;
85001;YOPAL;5.332228;-72.393994;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1064;;;;;
52079;BARBACOAS;1.673572;-78.138261;52612;RICAURTE;1.211228;-77.993992;1064;;;;;
47001;SANTA MARTA;11.225703;-74.188397;44090;DIBULLA;11.271254;-73.307237;1063;;;;;
13894;ZAMBRANO;9.748568;-74.81496;47555;PLATO;9.793403;-74.783645;1063;;;;;
5790;TARAZÁ;7.581611;-75.399711;5088;BELLO;6.333786;-75.554448;1062;;;;;
19397;LA VEGA;2.004638;-76.781504;76001;SANTIAGO DE CALI;3.417587;-76.522332;1061;;;;;
19760;PAISPAMBA;2.253217;-76.614171;19001;POPAYÁN;2.447699;-76.624469;1059;;;;;
81065;ARAUQUITA;7.029314;-71.42764;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1058;;;;;
73408;LÉRIDA;4.861052;-74.911602;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1058;;;;;
47555;PLATO;9.793403;-74.783645;8758;SOLEDAD;10.90618;-74.793567;1057;;;;;
86757;SAN MIGUEL;0.273017;-76.845343;86568;PUERTO ASÍS;0.504219;-76.497837;1057;;;;;
50006;ACACÍAS;3.991014;-73.765602;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1056;;;;;
50711;VISTAHERMOSA;3.127717;-73.751279;50006;ACACÍAS;3.991014;-73.765602;1054;;;;;
68689;SAN VICENTE DE CHUCURÍ;6.879813;-73.410018;68307;GIRÓN;7.071761;-73.168255;1053;;;;;
17541;PENSILVANIA;5.384608;-75.159238;17444;MARQUETALIA;5.295445;-75.051626;1053;;;;;
44430;MAICAO;11.378362;-72.241551;44001;RIOHACHA;11.529125;-72.912271;1052;;;;;
81300;FORTUL;6.793989;-71.772007;81736;SARAVENA;6.953878;-71.873949;1052;;;;;
20228;CURUMANÍ;9.201044;-73.541775;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1050;;;;;
18753;SAN VICENTE DEL CAGUÁN;2.113418;-74.77196;73001;IBAGUÉ;4.439631;-75.19635;1049;;;;;
68190;CIMITARRA;6.315266;-73.950919;68081;BARRANCABERMEJA;7.067976;-73.846686;1045;;;;;
73483;NATAGAIMA;3.624775;-75.093039;25754;SOACHA;4.576529;-74.215511;1045;;;;;
17662;SAMANÁ;5.413074;-74.99238;17495;NORCASIA;5.575276;-74.88918;1042;;;;;
68444;MATANZA;7.322844;-73.016082;68001;BUCARAMANGA;7.115901;-73.132537;1041;;;;;
47570;PUEBLOVIEJO;10.99485;-74.281975;47980;PRADO - SEVILLA;10.763895;-74.139233;1038;;;;;
13140;CALAMAR;10.251025;-74.91381;8001;BARRANQUILLA;10.979459;-74.816835;1035;;;;;
54398;LA PLAYA;8.213594;-73.238139;54001;CÚCUTA;7.905267;-72.505591;1030;;;;;
5197;COCORNÁ;6.057889;-75.185613;5652;SAN FRANCISCO;5.964172;-75.101853;1028;;;;;
19075;BALBOA;2.041394;-77.216541;76001;SANTIAGO DE CALI;3.417587;-76.522332;1028;;;;;
19473;MORALES;2.758064;-76.630811;76001;SANTIAGO DE CALI;3.417587;-76.522332;1024;;;;;
54498;OCAÑA;8.246666;-73.355196;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1022;;;;;
19517;BELALCÁZAR;2.645311;-75.971924;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1021;;;;;
13744;SIMITÍ;7.95522;-73.946366;68001;BUCARAMANGA;7.115901;-73.132537;1018;;;;;
20517;PAILITAS;8.956043;-73.625399;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1017;;;;;
23555;PLANETA RICA;8.409121;-75.584097;70001;SINCELEJO;9.300455;-75.395996;1016;;;;;
86865;LA HORMIGA;0.423385;-76.904734;52418;SOTOMAYOR;1.494205;-77.521088;1015;;;;;
13442;MARÍA LA BAJA;9.985133;-75.303201;8001;BARRANQUILLA;10.979459;-74.816835;1014;;;;;
86569;PUERTO CAICEDO;0.685064;-76.604518;52001;SAN JUAN DE PASTO;1.212839;-77.278125;1014;;;;;
13670;SAN PABLO;7.477475;-73.924558;68575;PUERTO WILCHES;7.349374;-73.898129;1013;;;;;
5045;APARTADÓ;7.882717;-76.626186;5088;BELLO;6.333786;-75.554448;1013;;;;;
85250;PAZ DE ARIPORO;5.881403;-71.891729;85001;YOPAL;5.332228;-72.393994;1013;;;;;
73861;VENADILLO;4.714453;-74.931266;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1013;;;;;
86568;PUERTO ASÍS;0.504219;-76.497837;19001;POPAYÁN;2.447699;-76.624469;1013;;;;;
5679;SANTA BÁRBARA;5.874489;-75.567507;5001;MEDELLÍN;6.248941;-75.577056;1012;;;;;
13001;CARTAGENA DE INDIAS;10.398816;-75.501229;70001;SINCELEJO;9.300455;-75.395996;1008;;;;;
54810;TIBÚ;8.639718;-72.735919;54874;VILLA DEL ROSARIO;7.849047;-72.470519;1007;;;;;
70508;OVEJAS;9.525986;-75.228808;70717;SAN PEDRO;9.396084;-75.063756;1005;;;;;
86571;PUERTO GUZMÁN;0.963536;-76.408022;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1005;;;;;
15572;PUERTO BOYACÁ;5.973314;-74.575054;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1004;;;;;
44874;VILLANUEVA;10.609113;-72.978728;20001;VALLEDUPAR;10.461893;-73.258517;1001;;;;;
41132;CAMPOALEGRE;2.68418;-75.326035;11001;BOGOTÁ, D.C.;4.650528;-74.105972;1001;;;;;
95001;SAN JOSÉ DEL GUAVIARE;2.567205;-72.63969;50313;GRANADA;3.544871;-73.706271;1001;;;;;
81794;TAME;6.457692;-71.740613;68001;BUCARAMANGA;7.115901;-73.132537;999;;;;;
73504;ORTEGA;3.935056;-75.220794;25754;SOACHA;4.576529;-74.215511;999;;;;;
13810;PUERTO RICO;8.556467;-74.264788;8001;BARRANQUILLA;10.979459;-74.816835;998;;;;;
13744;SIMITÍ;7.95522;-73.946366;68081;BARRANCABERMEJA;7.067976;-73.846686;998;;;;;
52418;SOTOMAYOR;1.494205;-77.521088;52001;SAN JUAN DE PASTO;1.212839;-77.278125;997;;;;;
70678;SAN BENITO ABAD;8.929924;-75.031369;70235;GALERAS;9.159803;-75.049336;996;;;;;
52490;BOCAS DE SATINGA;2.347547;-78.328775;52835;TUMACO;1.761334;-78.781544;996;;;;;
5667;SAN RAFAEL;6.29395;-75.02825;23001;MONTERÍA;8.746423;-75.876635;993;;;;;
50370;URIBE;3.238327;-74.350671;50313;GRANADA;3.544871;-73.706271;991;;;;;
23001;MONTERÍA;8.746423;-75.876635;5001;MEDELLÍN;6.248941;-75.577056;989;;;;;
5667;SAN RAFAEL;6.29395;-75.02825;13001;CARTAGENA DE INDIAS;10.398816;-75.501229;988;;;;;
50313;GRANADA;3.544871;-73.706271;50001;VILLAVICENCIO;4.122958;-73.626878;987;;;;;
13212;CÓRDOBA;9.586623;-74.827507;70215;COROZAL;9.320684;-75.292023;986;;;;;
13001;CARTAGENA DE INDIAS;10.398816;-75.501229;70265;GUARANDA;8.469048;-74.536415;986;;;;;
81065;ARAUQUITA;7.029314;-71.42764;81794;TAME;6.457692;-71.740613;986;;;;;
41006;ACEVEDO;1.80553;-75.888435;41551;PITALITO;1.853056;-76.049263;986;;;;;
17380;LA DORADA;5.4439;-74.674452;11001;BOGOTÁ, D.C.;4.650528;-74.105972;985;;;;;
5361;ITUANGO;7.171623;-75.764167;5854;VALDIVIA;7.163138;-75.439712;983;;;;;
76248;EL CERRITO;3.68475;-76.311734;76520;PALMIRA;3.532937;-76.298216;983;;;;;
5044;ANZÁ;6.30223;-75.853713;5001;MEDELLÍN;6.248941;-75.577056;982;;;;;
54670;SAN CALIXTO;8.398315;-73.206691;54250;EL TARRA;8.577231;-73.094671;981;;;;;
20045;BECERRIL;9.705162;-73.279159;20013;AGUSTÍN CODAZZI;10.040365;-73.237431;980;;;;;
76109;BUENAVENTURA;3.875474;-77.011536;66001;PEREIRA;4.807002;-75.718267;977;;;;;
5665;SAN PEDRO DE URABÁ;8.278064;-76.382562;5045;APARTADÓ;7.882717;-76.626186;973;;;;;
20550;PELAYA;8.687891;-73.665913;20001;VALLEDUPAR;10.461893;-73.258517;971;;;;;
5038;ANGOSTURA;6.885366;-75.334948;5001;MEDELLÍN;6.248941;-75.577056;970;;;;;
50325;MAPIRIPÁN;2.892;-72.133249;50006;ACACÍAS;3.991014;-73.765602;970;;;;;
81001;ARAUCA;7.077995;-70.761888;11001;BOGOTÁ, D.C.;4.650528;-74.105972;969;;;;;
5400;LA UNIÓN;5.974352;-75.360575;5001;MEDELLÍN;6.248941;-75.577056;968;;;;;
44430;MAICAO;11.378362;-72.241551;47001;SANTA MARTA;11.225703;-74.188397;967;;;;;
47660;SAN ÁNGEL;10.032519;-74.213961;8001;BARRANQUILLA;10.979459;-74.816835;967;;;;;
25120;CABRERA;3.984828;-74.484284;11001;BOGOTÁ, D.C.;4.650528;-74.105972;967;;;;;
23675;SAN BERNARDO DEL VIENTO;9.353878;-75.954044;13001;CARTAGENA DE INDIAS;10.398816;-75.501229;965;;;;;
5079;BARBOSA;6.43906;-75.332388;5001;MEDELLÍN;6.248941;-75.577056;965;;;;;
47570;PUEBLOVIEJO;10.99485;-74.281975;47189;CIÉNAGA;11.007433;-74.241368;964;;;;;
23807;TIERRALTA;8.172247;-76.062317;23162;CERETÉ;8.886662;-75.791882;964;;;;;
5001;MEDELLÍN;6.248941;-75.577056;5045;APARTADÓ;7.882717;-76.626186;964;;;;;
5790;TARAZÁ;7.581611;-75.399711;5120;CÁCERES;7.576322;-75.350108;964;;;;;
54128;CÁCHIRA;7.74186;-73.048496;68001;BUCARAMANGA;7.115901;-73.132537;964;;;;;
81065;ARAUQUITA;7.029314;-71.42764;54001;CÚCUTA;7.905267;-72.505591;963;;;;;
23466;MONTELÍBANO;7.977922;-75.418484;11001;BOGOTÁ, D.C.;4.650528;-74.105972;963;;;;;
86001;MOCOA;1.151519;-76.650874;18001;FLORENCIA;1.617334;-75.60689;962;;;;;
23580;PUERTO LIBERTADOR;7.889279;-75.672022;23555;PLANETA RICA;8.409121;-75.584097;960;;;;;
19698;SANTANDER DE QUILICHAO;3.011288;-76.485346;76001;SANTIAGO DE CALI;3.417587;-76.522332;960;;;;;
18150;CARTAGENA DEL CHAIRÁ;1.334347;-74.84462;18247;EL DONCELLO;1.679064;-75.282837;959;;;;;
13670;SAN PABLO;7.477475;-73.924558;13430;MAGANGUÉ;9.241367;-74.755668;958;;;;;
68081;BARRANCABERMEJA;7.067976;-73.846686;47001;SANTA MARTA;11.225703;-74.188397;957;;;;;
13458;MONTECRISTO;8.29332;-74.475802;13001;CARTAGENA DE INDIAS;10.398816;-75.501229;955;;;;;
5045;APARTADÓ;7.882717;-76.626186;23855;VALENCIA;8.257266;-76.149909;955;;;;;
52490;BOCAS DE SATINGA;2.347547;-78.328775;11001;BOGOTÁ, D.C.;4.650528;-74.105972;955;;;;;
47980;PRADO - SEVILLA;10.763895;-74.139233;47288;FUNDACIÓN;10.514851;-74.191555;954;;;;;
44430;MAICAO;11.378362;-72.241551;44035;ALBANIA;11.162711;-72.588756;952;;;;;
86865;LA HORMIGA;0.423385;-76.904734;86320;ORITO;0.67602;-76.88021;951;;;;;
20621;ROBLES;10.386468;-73.172691;20013;AGUSTÍN CODAZZI;10.040365;-73.237431;950;;;;;
52835;TUMACO;1.761334;-78.781544;76109;BUENAVENTURA;3.875474;-77.011536;950;;;;;
5674;SAN VICENTE;6.28154;-75.33206;5615;RIONEGRO;6.14622;-75.376256;947;;;;;
27430;PUERTO MELUK;5.050932;-77.052376;27361;ISTMINA;5.153351;-76.686002;946;;;;;
13030;ALTOS DEL ROSARIO;8.792466;-74.165235;13430;MAGANGUÉ;9.241367;-74.755668;945;;;;;
18756;SOLANO;0.699161;-75.253344;11001;BOGOTÁ, D.C.;4.650528;-74.105972;944;;;;;
86573;PUERTO LEGUÍZAMO;-0.184973;-74.78367;11001;BOGOTÁ, D.C.;4.650528;-74.105972;944;;;;;
52696;ISCUANDÉ;2.450758;-77.979921;76109;BUENAVENTURA;3.875474;-77.011536;942;;;;;
5040;ANORÍ;7.078008;-75.1484;5895;ZARAGOZA;7.48815;-74.867962;940;;;;;
70233;EL ROBLE;9.107152;-75.194046;70215;COROZAL;9.320684;-75.292023;939;;;;;
76109;BUENAVENTURA;3.875474;-77.011536;63001;ARMENIA;4.538105;-75.680004;937;;;;;
